block,arity,internal_nodes,topology,M_anchor,eta_anchor,pattern,scientific_instance_hash,tree_hash,homogeneous_ambient_bound,homogeneous_projected_bound,nodewise_bound,nodewise_projected_bound,path_sum_bound,path_sum_projected_bound,mixed_mask_bound,optimized_order_bound,best_certified_bound,nodewise_over_homogeneous,projected_nodewise_over_homogeneous,seed_count_required,status
D,2,12,comb,1.0,0.0001,leaves,1d93534cbcf71f345f809ba57e271109aee924a3fc83e06caf192044adb04b8d,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.0012000000000000001,0.0011,0.00010110000000000003,0.00010100000000000003,0.00010110000000000003,0.00010100000000000003,0.00020200000000000006,0.00010110000000000003,0.00010110000000000003,0.08425000000000002,0.09181818181818184,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.0001,deepest_path,771d17eb7b581517883816414b753885715afe2e418acd9f53633f8f17c13065,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.0012000000000000001,0.0011,0.0012000000000000003,0.0011000000000000003,0.0012000000000000003,0.0011000000000000003,0.0022,0.0012000000000000003,0.0012000000000000003,1.0000000000000002,1.0000000000000002,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.0001,alternating,8cadcf6a1e0cec356007bbf5421d191e9fbbc80d8b4e7d9e8e6e2977ec6b05a5,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.0012000000000000001,0.0011,0.00010785498046875,9.005712890625e-05,0.00010785498046875,9.005712890625e-05,0.000197734130859375,0.00010785498046875,0.00010785498046875,0.089879150390625,0.0818701171875,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.0001,random_log_uniform,8492f72ac5bb05ce8d0f55925edbab63f0be00105ceb131571df932651bb1ee6,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.8743852118319864,0.8015197775126541,0.00016438114806378713,0.00016358472097212864,0.00016438114806378713,0.00016358472097212864,0.0003246987772482566,0.00016438114806378713,0.00016438114806378713,0.00018799625821596473,0.00020409318093157848,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.0001,one_dominant,57bf88ea9e45bb10d716e451e3d70ca111167af39693acf0402f677aa49f184d,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.0012000000000000001,0.0011,0.0001011,0.000101,0.0001011,0.000101,0.0001021,0.0001011,0.0001011,0.08424999999999999,0.09181818181818181,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.0001,two_branches,a6ae485e3398281844d507c932ed57981cc360d9ce94db63b45834369b36dfea,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.0012000000000000001,0.0011,0.000201,0.0002009,0.000201,0.0002009,0.0003019,0.000201,0.000201,0.16749999999999998,0.18263636363636362,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.01,uniform,a3ea7768915491437c283ca3ae0333602bb8228b433bcfef72c819ae38dfd822,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.12,0.11,0.11999999999999998,0.10999999999999999,0.11999999999999998,0.10999999999999999,0.21999999999999997,0.11999999999999998,0.11999999999999998,0.9999999999999999,0.9999999999999999,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.01,root,fd487c2b6b37e307cdef7da726efeffb283760e3f0a630f429b747d1146517d0,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.12,0.11,0.010110000000000001,0.00011,0.010110000000000001,0.00011,0.01021,0.010110000000000001,0.010110000000000001,0.08425,0.001,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.01,leaves,f5b0ce7256ee4408d08385af7c5fc1b6411c0b01a281e97a13346d87abd50724,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.12,0.11,0.010109999999999996,0.010099999999999996,0.010109999999999996,0.010099999999999996,0.020199999999999992,0.010109999999999996,0.010109999999999996,0.08424999999999996,0.09181818181818178,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.01,deepest_path,04e3298c27564be82c5288cfca63f76a65fc04053b28ebd6c4d0ceea70ac04b0,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.12,0.11,0.11999999999999998,0.10999999999999999,0.11999999999999998,0.10999999999999999,0.21999999999999997,0.11999999999999998,0.11999999999999998,0.9999999999999999,0.9999999999999999,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.01,alternating,eb5d14822a5986464a0c19d8b2cc39dbb7551bd7ceaf0f7b58d254e68308506e,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.12,0.11,0.010785498046875,0.009005712890625,0.010785498046875,0.009005712890625,0.0197734130859375,0.010785498046875,0.010785498046875,0.089879150390625,0.0818701171875,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.01,random_log_uniform,eb068afd3d116391b2877b9480db58f61f805a42b5c2abf1ff8913bda853c779,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,73.17691203507933,67.07883603215605,0.0005714968354119308,0.0005706531299891857,0.0005714968354119308,0.0005706531299891857,0.0010531470540690601,0.0005714968354119308,0.0005714968354119308,7.809797100183299e-06,8.507200836276105e-06,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.01,one_dominant,dff32a5699a9a93d2a45037a940d5c70495d6fd4988764727ef0745cfc7a0b83,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.12,0.11,0.01011,0.0101,0.01011,0.0101,0.010209999999999999,0.01011,0.01011,0.08424999999999999,0.09181818181818181,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.01,two_branches,67aeda6133ed2205e450a8bb3d7ff4ca10477a8236e982e27ce0f7473933170b,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.12,0.11,0.0201,0.02009,0.0201,0.02009,0.030189999999999998,0.0201,0.0201,0.1675,0.18263636363636362,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.1,uniform,f313472ff1e959c2ba11503460f762df36da16e2f04abd2584c151dd96e01f3c,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,1.2000000000000002,1.1,1.2,1.0999999999999999,1.2,1.0999999999999999,2.1999999999999997,1.2,1.2,0.9999999999999998,0.9999999999999998,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.1,root,cd5ea1100ab4f43bc4cdb05de621d86847f4a9bb2c050e82c03ba09caab5ecf9,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,1.2000000000000002,1.1,0.10110000000000001,0.0011000000000000003,0.10110000000000001,0.0011000000000000003,0.10210000000000001,0.10110000000000001,0.10110000000000001,0.08424999999999999,0.0010000000000000002,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.1,leaves,fd2331a708e67078b20d0b90d9216c769419fbc759067bdc4165efe459a30a9b,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,1.2000000000000002,1.1,0.10110000000000004,0.10100000000000003,0.10110000000000004,0.10100000000000003,0.20200000000000007,0.10110000000000004,0.10110000000000004,0.08425000000000002,0.09181818181818184,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.1,deepest_path,c4a97e7566d187732b5ae6dc06978b7c0fb72a7fa8029c8021ce2adb8d5b9c7a,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,1.2000000000000002,1.1,1.2,1.0999999999999999,1.2,1.0999999999999999,2.1999999999999997,1.2,1.2,0.9999999999999998,0.9999999999999998,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.1,alternating,1d465d6234c54c55769b684029d213df8301aecae00c0989091f6234ab028178,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,1.2000000000000002,1.1,0.10785498046875,0.09005712890624999,0.10785498046875,0.09005712890624999,0.197734130859375,0.10785498046875,0.10785498046875,0.08987915039062498,0.08187011718749998,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.1,random_log_uniform,7df6a8b2be1d23d57caa8e31fc4cf2332547fbc81709e756b25aa20424b3a9f0,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,1994.2074982350532,1828.0235400487988,0.26090697416987024,0.26039098638086244,0.26090697416987024,0.26039098638086244,0.43001038586345913,0.26090697416987024,0.26090697416987024,0.00013083241056950317,0.00014244400067950512,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.1,one_dominant,4c9fd0187331e589c235cdadda413bcce2982920e66eaf5f590363e871c0f4e0,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,1.2000000000000002,1.1,0.10110000000000001,0.101,0.10110000000000001,0.101,0.10210000000000001,0.10110000000000001,0.10110000000000001,0.08424999999999999,0.09181818181818181,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.1,two_branches,f0ab7c7bf6e4c00a0db79cd5207edb6b767670b86be64c4266917bdbd1ec9dc4,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,1.2000000000000002,1.1,0.201,0.20090000000000002,0.201,0.20090000000000002,0.3019,0.201,0.201,0.16749999999999998,0.18263636363636365,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.5,uniform,943726e0ffa69c0369f56ca4f8029cce2eb43d5229de38ebcc5d60abaefc9b91,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,6.0,5.5,6.0,5.5,6.0,5.5,11.0,6.0,6.0,1.0,1.0,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.5,root,931f28edcd0d99affb1e40ec3af6ad46033bae7912c2f70688ee88804f2aefeb,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,6.0,5.5,0.5055,0.005500000000000001,0.5055,0.005500000000000001,0.5105,0.5055,0.5055,0.08424999999999999,0.0010000000000000002,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.5,leaves,823e1fd18216b8f02ddc980b427d7e3b215595bb26d9a57479f959d3e4cbdc65,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,6.0,5.5,0.5054999999999994,0.5049999999999994,0.5054999999999994,0.5049999999999994,1.009999999999999,0.5054999999999994,0.5054999999999994,0.0842499999999999,0.09181818181818172,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.5,deepest_path,6866f2e78f476e42498fcc2b5c40d93ea5c5a52e72c22383975f8a17647759ba,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,6.0,5.5,6.0,5.5,6.0,5.5,11.0,6.0,6.0,1.0,1.0,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.5,alternating,cf21bb3b57e722775885a8529ada570dfd70ed8afead073aa14eac744391ce47,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,6.0,5.5,0.53927490234375,0.45028564453125003,0.53927490234375,0.45028564453125003,0.9886706542968751,0.53927490234375,0.53927490234375,0.089879150390625,0.08187011718750001,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.5,random_log_uniform,1b7c9e97d3f85efbe4d660db0bd2cc8ec74f400565a1c98a87fe960fc11b4c4c,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,12902.942146508067,11827.696967632395,1.2708660822996076,1.08485755761106,1.2708660822996076,1.08485755761106,2.342653011887313,1.2708660822996076,1.2708660822996076,9.84942866417132e-05,9.17217917046636e-05,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.5,one_dominant,94b37a0c2270752fee74bbe07de46db9c561a078538eed1536d5dbf8167e0bf6,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,6.0,5.5,0.5055,0.505,0.5055,0.505,0.5105,0.5055,0.5055,0.08424999999999999,0.09181818181818181,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.0,0.5,two_branches,2bf81bfa4d7cbf0330f7df4321565526dcffe17311dbed72d5fb678ad7842ae2,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,6.0,5.5,1.005,1.0045,1.005,1.0045,1.5094999999999998,1.005,1.005,0.16749999999999998,0.18263636363636362,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.0001,uniform,911b792424143b7e03089c2197c6a5fb6648a5373062d95c914058079b355066,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.15569560546875003,0.14272097167968753,0.15569560546875,0.1427209716796875,0.15569560546875,0.1427209716796875,0.285441943359375,0.15569560546875,0.15569560546875,0.9999999999999998,0.9999999999999998,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.0001,root,7ccb371c8f8f2d6232c1dfd73f77f0768ff5daa63333bbd5e98f47a78f560875,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.15569560546875003,0.14272097167968753,0.013117354760742187,0.0001427209716796875,0.013117354760742187,0.0001427209716796875,0.013247101098632813,0.013117354760742187,0.013117354760742187,0.08424999999999999,0.0009999999999999998,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.0001,leaves,f7fd412d3c07fc4d75af01db8b4019f81bb4a17a28f938339833135ae41caab7,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.15569560546875003,0.14272097167968753,0.013117354760742186,0.013104380126953124,0.013117354760742186,0.013104380126953124,0.026208760253906248,0.013117354760742186,0.013117354760742186,0.08424999999999998,0.09181818181818178,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.0001,deepest_path,0f7baa766558c9f5ddcd93f739fad608b1986bd6f3a44ebafb458937a3eea978,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.15569560546875003,0.14272097167968753,0.15569560546875,0.1427209716796875,0.15569560546875,0.1427209716796875,0.285441943359375,0.15569560546875,0.15569560546875,0.9999999999999998,0.9999999999999998,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.0001,alternating,ea3cc6c590709035dcc14264be2d41e0e2d7a92020e9717a40a9d3a226da8a35,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.15569560546875003,0.14272097167968753,0.013993788739085196,0.011684582676529883,0.013993788739085196,0.011684582676529883,0.025655279354989527,0.013993788739085196,0.013993788739085196,0.08987915039062498,0.08187011718749998,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.0001,random_log_uniform,c9006d708cb80bdf4747cf7851a29a7c0fd6c7d2504534d7db9bb7ed2d3a3c85,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,244.0861163484721,223.7456066527661,0.012475544543380632,0.012466520982009332,0.012475544543380632,0.012466520982009332,0.02430223853315769,0.012475544543380632,0.012475544543380632,5.111124192565623e-05,5.571738890657325e-05,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.0001,one_dominant,e4239be3f0a3e5f273c08e6d1289f9f16af0732e98268892abbbb2861104c898,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.15569560546875003,0.14272097167968753,0.01311735476074219,0.013104380126953127,0.01311735476074219,0.013104380126953127,0.013247101098632814,0.01311735476074219,0.01311735476074219,0.08424999999999999,0.09181818181818181,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.0001,two_branches,ecae84ede4029e048804aab8a993c7867d7a4b426a52e29999aec44ad4f0c843,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,0.15569560546875003,0.14272097167968753,0.026079013916015623,0.02606603928222656,0.026079013916015623,0.02606603928222656,0.03917041940917969,0.026079013916015623,0.026079013916015623,0.16749999999999995,0.1826363636363636,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.01,uniform,441c55e829f5eb7ae97a131cac84d4c709f20fcc43961f6cf07da66bb37047ba,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,15.569560546875,14.272097167968749,15.569560546875,14.272097167968749,15.569560546875,14.272097167968749,28.544194335937497,15.569560546875,15.569560546875,1.0,1.0,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.01,root,ec91367ec09c0be13bcbb7c6c6ee292af851852b0ce5980267a0fea77bf81456,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,15.569560546875,14.272097167968749,1.3117354760742188,0.014272097167968756,1.3117354760742188,0.014272097167968756,1.3247101098632812,1.3117354760742188,1.3117354760742188,0.08425,0.0010000000000000005,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.01,leaves,2e75864240075cf7b65cf0c6446cdfd32a3e8aadbc00e1a7555b3bb7d924e4e9,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,15.569560546875,14.272097167968749,1.3117354760742188,1.3104380126953126,1.3117354760742188,1.3104380126953126,2.620876025390625,1.3117354760742188,1.3117354760742188,0.08425,0.09181818181818183,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.01,deepest_path,1c78aeea67e3338a7baab50732a46f5d1b498788f9994cef63449d811c93dffe,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,15.569560546875,14.272097167968749,15.569560546875,14.272097167968749,15.569560546875,14.272097167968749,28.544194335937497,15.569560546875,15.569560546875,1.0,1.0,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.01,alternating,4e22957a0eb42b97391fa3403b0c905018728e5269d21b762903f175de78b23c,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,15.569560546875,14.272097167968749,1.3993788739085198,1.1684582676529884,1.3993788739085198,1.1684582676529884,2.565527935498953,1.3993788739085198,1.3993788739085198,0.08987915039062501,0.08187011718750001,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.01,random_log_uniform,2fda3ec3f47260b06b397965dba3d189eac9e1774060dd33dafaafb23b79c374,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,20662.472561130544,18940.599847702997,6.978448409719688,5.766430905772611,6.978448409719688,5.766430905772611,11.799026384532343,6.978448409719688,6.978448409719688,0.0003377353987560656,0.00030444816701367196,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.01,one_dominant,f85e897c5e815ca3413bdde9318827c6515650587f7978a01bbd87dc70e52ef9,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,15.569560546875,14.272097167968749,1.3117354760742188,1.3104380126953126,1.3117354760742188,1.3104380126953126,1.3247101098632814,1.3117354760742188,1.3117354760742188,0.08425,0.09181818181818183,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.01,two_branches,73b247a4f8b5fff755b2413a0324179ff73ace46953379999b00b086b4516e2e,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,15.569560546875,14.272097167968749,2.6079013916015628,2.6066039282226563,2.6079013916015628,2.6066039282226563,3.917041940917969,2.6079013916015628,2.6079013916015628,0.1675,0.18263636363636365,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.1,uniform,1355cd9aa144cf7914295cf73a3949ae1ca7f2a2dee729a2296cc88beb1d2e92,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,155.69560546875002,142.72097167968752,155.69560546875005,142.72097167968755,155.69560546875005,142.72097167968755,285.44194335937516,155.69560546875005,155.69560546875005,1.0000000000000002,1.0000000000000002,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.1,root,6b9707375fdc3226bd292d772348906f9f9d0b0ecdc8bab6f70a32d679611e60,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,155.69560546875002,142.72097167968752,13.117354760742188,0.1427209716796875,13.117354760742188,0.1427209716796875,13.247101098632815,13.117354760742188,13.117354760742188,0.08424999999999999,0.0009999999999999998,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.1,leaves,aa6b46840bbb605d06f56273d75bea2ff3939c9bf7831fd77e1f15efb168db16,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,155.69560546875002,142.72097167968752,13.117354760742193,13.104380126953131,13.117354760742193,13.104380126953131,26.208760253906263,13.117354760742193,13.117354760742193,0.08425000000000003,0.09181818181818185,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.1,deepest_path,f9f210526ed4990bf6c835a98723930a2e8efb922ef338f85cb86b5306b659b1,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,155.69560546875002,142.72097167968752,155.69560546875005,142.72097167968755,155.69560546875005,142.72097167968755,285.44194335937516,155.69560546875005,155.69560546875005,1.0000000000000002,1.0000000000000002,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.1,alternating,e05ff491a8c0253a844d7d5934cfd6d5c23a173e553d05400ca6cb60f7afbf4c,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,155.69560546875002,142.72097167968752,13.9937887390852,11.684582676529887,13.9937887390852,11.684582676529887,25.65527935498953,13.9937887390852,13.9937887390852,0.08987915039062501,0.08187011718750001,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.1,random_log_uniform,653e566cebce4bfbdd7cdd04fdc92a1975dc2ee3c7e8a73cfc49ecf9b6408933,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,34354.313411795156,31491.45396081223,0.31324846973131504,0.3121427196954619,0.31324846973131504,0.3121427196954619,0.5885330097733522,0.31324846973131504,0.31324846973131504,9.118169994448639e-06,9.9119818374817e-06,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.1,one_dominant,fca5f60092bbaeb22f68e4ac98d9a4ef9144ef622e2bff44cb0b73930a6bce26,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,155.69560546875002,142.72097167968752,13.11735476074219,13.104380126953128,13.11735476074219,13.104380126953128,13.247101098632815,13.11735476074219,13.11735476074219,0.08425,0.09181818181818183,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.1,two_branches,6e83c442d5af110c1657528352358d7fd1217537efd766605c7d802917d319a3,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,155.69560546875002,142.72097167968752,26.079013916015633,26.06603928222657,26.079013916015633,26.06603928222657,39.1704194091797,26.079013916015633,26.079013916015633,0.16750000000000004,0.18263636363636365,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.5,uniform,6bee8492e7abde09da2dfdf6c06d79bc6f4029831e5f10695dd56e474e04ddff,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,778.47802734375,713.6048583984375,778.47802734375,713.6048583984375,778.47802734375,713.6048583984375,1427.209716796875,778.47802734375,778.47802734375,1.0,1.0,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.5,root,71e7db27e08efd85244e3b6bd012048d1fc90ade98087f1eb4016a992bb5906d,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,778.47802734375,713.6048583984375,65.58677380371094,0.7136048583984375,65.58677380371094,0.7136048583984375,66.23550549316406,65.58677380371094,65.58677380371094,0.08425,0.001,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.5,leaves,b90d6001aa022f72278a877885d120a64efb37dc055d25651ec765e4535b410c,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,778.47802734375,713.6048583984375,65.58677380371095,65.52190063476564,65.58677380371095,65.52190063476564,131.0438012695313,65.58677380371095,65.58677380371095,0.08425000000000002,0.09181818181818184,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.5,deepest_path,3ba3b2562dac85b0b7df3664a1536346383a35acd3aa9c1e756db46f4a18d652,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,778.47802734375,713.6048583984375,778.47802734375,713.6048583984375,778.47802734375,713.6048583984375,1427.209716796875,778.47802734375,778.47802734375,1.0,1.0,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.5,alternating,f1a82e088fd536c8783d553831f7914fb51d1b15df91b1663972b1cbf62745a3,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,778.47802734375,713.6048583984375,69.96894369542599,58.422913382649426,69.96894369542599,58.422913382649426,128.27639677494767,69.96894369542599,69.96894369542599,0.08987915039062501,0.08187011718750001,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.5,random_log_uniform,881259238e856da0c948851286bbfe80ea2e11b75b83e66e515666c3febb632b,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,1123304.7574051816,1029696.0276214166,329.154984422382,328.8904838716922,329.154984422382,328.8904838716922,594.6847024974641,329.154984422382,329.154984422382,0.0002930237606958288,0.00031940541193639893,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.5,one_dominant,a08931dc2a5c748af8b422a4f69fb2328927c6dd125b893e59b0c50320e3c6e1,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,778.47802734375,713.6048583984375,65.58677380371094,65.52190063476563,65.58677380371094,65.52190063476563,66.23550549316407,65.58677380371094,65.58677380371094,0.08425,0.09181818181818183,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,1.5,0.5,two_branches,d95033bd5d669f334e5d62cd7a94c97c0415050cf55a4f63ae104dcc0869b667,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,778.47802734375,713.6048583984375,130.39506958007814,130.33019641113282,130.39506958007814,130.33019641113282,195.85209704589846,130.39506958007814,130.39506958007814,0.1675,0.18263636363636365,10,COMPLETE_CERTIFICATE_INSTANCE
D,2,12,comb,2.0,0.0001,uniform,773fb7abcbb1440bdbc1065bf036d101ba0013dda20b42c576a61abf8de02451,3bc21dc31b2d3108c33074658207f19a9069c3b038f7e7b28d331ada40246c17,4.9152000000000005,4.5056,4.915200000000001,4.505600000000001,4.915200000000001,4.505600000000001,9.0112,4.915200000000001,4.915200000000001,1.0000000000000002,1.0000000000000002,10,COMPLETE_CERTIFICATE_INSTANCE
