block,dimension,cp_rank_fraction,cp_rank,internal_nodes,topology,eta,scientific_instance_hash,controlled_cp_components,tensor_reconstruction_error,operator_output_error_upper,recursive_representation_budget,closure_budget,interaction_budget,total_theorem_budget,observed_total_error,bound_tightness,seed_count_required,status
H,16,0.2,3,8,balanced,0.001,6229d292bd0026c12ae11b46c9dadf67d5092b81fca5018abedac3297e40a8a7,16,0.9013878188659973,0.9013878188659973,647.8830572945316,0.007,0.6219165032714866,648.511973797803,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.2,3,8,balanced,0.01,f22875bea29f5689636f20ac0b7dcfb5c347580f73fae0d1a972b5a70c039bb6,16,0.9013878188659973,0.9013878188659973,647.8830572945316,0.07,6.219165032714867,654.1722223272465,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.2,3,8,balanced,0.1,2d0a6c01d3eac68b8dfd885423bea172ba00a9e002e09f47cf6e0b91ff08e9d7,16,0.9013878188659973,0.9013878188659973,647.8830572945316,0.7000000000000001,62.191650327148665,710.7747076216802,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.2,3,16,comb,0.001,7dbf813da26f943e3116496110b7d606365ed91f2fff5c94b667b3e641c4e2be,16,0.9013878188659973,0.9013878188659973,221356.4988173322,0.015,230.20967499319477,221586.7234923254,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.2,3,16,comb,0.01,feaea647d5e63272d3bd1c51731d99f1bb052274940cbbb68eb17fc908189395,16,0.9013878188659973,0.9013878188659973,221356.4988173322,0.15,2302.0967499319477,223658.74556726415,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.2,3,16,comb,0.1,81234fc02a339850f053983a4974a35503c2be16eeda2e6103ff702e6885cfef,16,0.9013878188659973,0.9013878188659973,221356.4988173322,1.5,23020.96749931948,244378.96631665167,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.2,3,16,balanced,0.001,06418dcd52355ea6fdd799d234d624527f47af92ad69697990459426839514c1,16,0.9013878188659973,0.9013878188659973,221356.4988173322,0.015,230.20967499319477,221586.7234923254,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.2,3,16,balanced,0.01,b95833f89b35482b011a1311cffbe289d646230bedbdf3c309082deff30b46b9,16,0.9013878188659973,0.9013878188659973,221356.4988173322,0.15,2302.0967499319477,223658.74556726415,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.2,3,16,balanced,0.1,d1da4ea9eeea4c2fffd76861d3b12a146829ea9b63ee864fc3eb7be422d466bd,16,0.9013878188659973,0.9013878188659973,221356.4988173322,1.5,23020.96749931948,244378.96631665167,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,2,comb,0.001,2b714914269de473670c92ea4220679a5db69106e218d3d753731f2427852124,16,0.7905694150420949,0.7905694150420949,2.83113883008419,0.001,0.000790569415042095,2.832929399499232,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,2,comb,0.01,8af4e85e2175dc395eee959ac697b7c9bf301839fefa54ffd14d0eab5c621bf7,16,0.7905694150420949,0.7905694150420949,2.83113883008419,0.01,0.00790569415042095,2.8490445242346105,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,2,comb,0.1,a0c00cfc32bc327e854c9eb691db51ecb2dc5255cf31e9b9bdf80dd8d6437664,16,0.7905694150420949,0.7905694150420949,2.83113883008419,0.1,0.0790569415042095,3.0101957715884,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,2,balanced,0.001,6b372194038e8cb88a83118293ad5a18e7fa5341b536366b27cc1830186db379,16,0.7905694150420949,0.7905694150420949,2.83113883008419,0.001,0.000790569415042095,2.832929399499232,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,2,balanced,0.01,46e8bf3511003df5bb13c921e5040ced81187841430c16d827dcc7e9dd2f937a,16,0.7905694150420949,0.7905694150420949,2.83113883008419,0.01,0.00790569415042095,2.8490445242346105,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,2,balanced,0.1,e5ea1b4ecc360707303e428a803a380e202c21fdd285d29b8705e92fccc71492,16,0.7905694150420949,0.7905694150420949,2.83113883008419,0.1,0.0790569415042095,3.0101957715884,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,4,comb,0.001,69d8939725f9d7ac0f58b7058e5726b71a381677331edb3ecdef90a52be1ab55,16,0.7905694150420949,0.7905694150420949,18.154048272984095,0.003,0.014222442388582786,18.17127071537268,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,4,comb,0.01,c6e4b1c81393ce773685cb0fa5cd7e7b3826eb734d5161d352c79bf53db79ef8,16,0.7905694150420949,0.7905694150420949,18.154048272984095,0.03,0.14222442388582784,18.326272696869925,,,10,COMPLETE_ANALYTIC_CP_BUDGET
H,16,0.4,6,4,comb,0.1,e146c677ed94cb73591be8554ffd89b8b0c16a90ade1ed55470e22e60c075d5a,16,0.7905694150420949,0.7905694150420949,18.154048272984095,0.30000000000000004,1.4222442388582788,19.876292511842376,,,10,COMPLETE_ANALYTIC_CP_BUDGET
