block,type_count,arity_kind,internal_nodes,dimension_profile,rank_profile,control,scientific_instance_hash,tree_hash,validation,invalid_rejected_before_evaluation,seed_count_required,status
E,4,quaternary,10,"(3, 10, 17, 24)","(1, 4, 7, 10)",valid,1787b20942c53eb039f6820b53d004f250c9c5f5b6454c7382e1e53b6b86fb9e,9d126217e34aa426db90f35b95b5480a798ca6d2bee5c0730535a642a5c5a553,ACCEPTED,False,10,COMPLETE_TYPE_VALIDATION
E,4,quaternary,10,"(3, 10, 17, 24)","(1, 4, 7, 10)",invalid_edge,236d9dfcace572ffe2565f2cf95b9c7d6a95adacd928873144aee03fda353c39,85e4297894fc5c1fde84503900160ebdf0a84ba38d35ba653e8eb8ad3215e0de,REJECTED,True,0,VERIFIED_NEGATIVE_CONTROL
E,4,quaternary,16,"(3, 10, 17, 24)","(1, 4, 7, 10)",valid,432ab379f25a447961042dd3e37cb3055cf8ced164dac64d436cafb115f91271,5a1354b431b66a26f99f489f19b669bf3540349e29978eee1a68292308b05af7,ACCEPTED,False,10,COMPLETE_TYPE_VALIDATION
E,4,quaternary,16,"(3, 10, 17, 24)","(1, 4, 7, 10)",invalid_edge,ac9f8af5bab86c6442f493d357e60de24ccf3948af2043e5b75479a3a1d34640,b3a0532f7cb0cf5df9aba82c831a854a5f49797fba3a2d27760629bb97363bc3,REJECTED,True,0,VERIFIED_NEGATIVE_CONTROL
E,4,mixed,3,"(2, 9, 16, 23)","(1, 4, 7, 10)",valid,dd8b59774430a7e1f5d8ae59ff3ef214cd40080ce517b72f61700a745e013e77,445fec89298c251723cef36e140ee45b30d243f34dec7e29d3106c20ced7d904,ACCEPTED,False,10,COMPLETE_TYPE_VALIDATION
E,4,mixed,3,"(2, 9, 16, 23)","(1, 4, 7, 10)",invalid_edge,66e93baded250afc914269de9ae9b3ebd2ce1d925ecba83bb872cd8f190acba8,946faf9e2b26c1abf9ba5cf5ba93663533e2e872ed22c8bb16aacaa96fcbf09d,REJECTED,True,0,VERIFIED_NEGATIVE_CONTROL
E,4,mixed,6,"(2, 9, 16, 23)","(1, 4, 7, 10)",valid,5bdea2a58587985bdacc473c3af2897dfdfd6fd565879000c62373fc41f743cb,109a21fc80436e7921be0046871fc8e4b4b6dcd930a01c55fd214b3fdc767c30,ACCEPTED,False,10,COMPLETE_TYPE_VALIDATION
E,4,mixed,6,"(2, 9, 16, 23)","(1, 4, 7, 10)",invalid_edge,7f2151b789ed16a2b6ee593d7a52b5dc78f93b23ff44a150df1f953a6b2f61d2,380daba6e4e2d6c7f78835a0e267aef5b7a90caf552f1761de96e916978cc28e,REJECTED,True,0,VERIFIED_NEGATIVE_CONTROL
E,4,mixed,10,"(3, 10, 17, 24)","(1, 4, 7, 10)",valid,5b4b2013cd3e7d5005a409f965d504a7347ad5b2de727d75d4cb4a7bd07932c4,2f41a05a8e8048849fd1e41beec31964bf38912ee16a454308195d25f42a22ed,ACCEPTED,False,10,COMPLETE_TYPE_VALIDATION
E,4,mixed,10,"(3, 10, 17, 24)","(1, 4, 7, 10)",invalid_edge,5fed4ae1753d975891f94657459022406c402349b585f2d2820d2bfd0e85c3cc,339877416dc3cbf7f95936860aed0f7f693bd5781a75bc0b67554d9df76c2ba2,REJECTED,True,0,VERIFIED_NEGATIVE_CONTROL
E,4,mixed,16,"(3, 10, 17, 24)","(1, 4, 7, 10)",valid,4f9d3b66ce36fa7a11e051772a99aae670357a75c56a5c39ee947fd9ac97da4c,d2c42d687489400afc66e72fc9320e26f9845caf6339cd1000b400957974600c,ACCEPTED,False,10,COMPLETE_TYPE_VALIDATION
E,4,mixed,16,"(3, 10, 17, 24)","(1, 4, 7, 10)",invalid_edge,bb7e724b87f96a9d45c1b3f390f6273763c9e1e4134a2a9852f9eb43c0fcfd99,49db9c29fe064fd1cb0a2e307c1e34f2da5aeeeb570df4b2e34052aa6e9d874b,REJECTED,True,0,VERIFIED_NEGATIVE_CONTROL
