block,arity,internal_nodes,topology,eta,dimension,projector_rank,scientific_instance_hash,tree_hash,depth,imbalance,strahler_number,path_length_sum,ambient_lower,ambient_upper,projected_lower,projected_upper,normal_lower,normal_upper,ambient_relative_gap,projected_relative_gap,optimizer_seeds_required,restarts_per_seed_required,optimizer_trajectories_required,optimizer_trajectories_executed_full_core,lower_method,optimizer_status,precision,device,status
B,2,8,low_strahler,1e-05,2,1,0b7cf7a253525c457e592ffe7b042f837e3d62aedeaa24108594b2f2395eaad7,6c17aa478de92d08321933e0cb04a5fa036561d882a959ba2713d0158b49a09c,8,7,2,44,7.9999999965,8.0,0.00027999999984599995,7.0,7.999999991599999,8.0,4.375000361989123e-10,0.9999600000000219,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,low_strahler,0.0001,2,1,f81edb9098689a690d55f40b0e7cd7110e6ce7a38b3ee9f56c39c88c3edd945f,6c17aa478de92d08321933e0cb04a5fa036561d882a959ba2713d0158b49a09c,8,7,2,44,7.999999650000005,8.0,0.0027999998460000023,7.0,7.999999160000023,8.0,4.374999940104374e-08,0.999600000022,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,low_strahler,0.001,2,1,34a720c5dd8b09b68d4a001de1b6be478340075fa8bf66db165978ddf573598f,6c17aa478de92d08321933e0cb04a5fa036561d882a959ba2713d0158b49a09c,8,7,2,44,7.999965000056437,8.0,0.027999846000251998,7.0,7.999916000230999,8.0,4.374992945366252e-06,0.996000021999964,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,low_strahler,0.01,2,1,245e16fd11ab3d9d427c09adb16bbaaf008b61e6a9c5248db229847a9726974b,6c17aa478de92d08321933e0cb04a5fa036561d882a959ba2713d0158b49a09c,8,7,2,44,7.996500564346165,8.0,0.27984602519873,7.0,7.991602309785504,8.0,0.00043742945672942124,0.9600219964001814,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,low_strahler,0.05,2,1,0a131a16d10b1e385f4868576c9645c241a534030ee51c90050b59a0a05bd56f,6c17aa478de92d08321933e0cb04a5fa036561d882a959ba2713d0158b49a09c,8,7,2,44,7.9128522842546705,8.0,1.38082865078125,7.0,7.79144040018378,8.0,0.010893464468166192,0.8027387641741071,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,low_strahler,0.1,2,1,24c015f142eed033cc18818a136c28991b090871af7959038d35a4db16c1980a,6c17aa478de92d08321933e0cb04a5fa036561d882a959ba2713d0158b49a09c,8,7,2,44,7.655615027803151,8.0,2.6485073,7.0,7.182885947568161,8.0,0.04304812152460613,0.6216418142857142,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,low_strahler,0.25,2,1,3b9ef5b79f6d94493a81b7e6ae9930d3558251b3370a057f79879a34c383e9ca,6c17aa478de92d08321933e0cb04a5fa036561d882a959ba2713d0158b49a09c,8,7,2,44,6.026101440160985,8.0,4.832092285156249,7.0,3.6006642046772077,8.0,0.2467373199798769,0.30970110212053586,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,low_strahler,0.5,2,1,856d0b805dde25585ea2d38c13842bfd140dad43a14eeebfdea3a8920d9cee54,6c17aa478de92d08321933e0cb04a5fa036561d882a959ba2713d0158b49a09c,8,7,2,44,2.3803522134667907,8.0,1.6328124999999998,7.0,1.7320508075688772,8.0,0.7024559733166511,0.7667410714285714,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,low_strahler,1.0,2,1,260698344e92e34d61e77b6e177761f55adde21e14b3296e92ff644f3c256eb6,6c17aa478de92d08321933e0cb04a5fa036561d882a959ba2713d0158b49a09c,8,7,2,44,1.0,8.0,1.0,7.0,0.0,8.0,0.875,0.8571428571428571,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,1e-08,2,1,2954d635968fc042e89314451f297ea8c5b214803183ac5d6895c080a9374eca,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.9999999999999987,8.0,3.999999999999998e-08,7.0,2.9999999999999982,8.0,0.6250000000000002,0.9999999942857143,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,1e-07,2,1,0466c2f722ba023d06bdd6b3e08cea7c678abf5df7862593f719690e405a0b22,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.9999999999998814,8.0,3.9999999999998495e-07,7.0,2.999999999999855,8.0,0.6250000000000149,0.9999999428571428,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,1e-06,2,1,fe22b96b2bb55514754e8af4e074486009078ab015faf3f61f85177b57993371,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.9999999999881664,8.0,3.999999999985e-06,7.0,2.9999999999854996,8.0,0.6250000000014793,0.9999994285714287,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,1e-05,2,1,bbac41a87a452ba01e3a9e91785423d45083ab84a5c0f463b295bd5968108b13,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.9999999988166666,8.0,3.9999999985e-05,7.0,2.99999999855,8.0,0.6250000001479167,0.9999942857142878,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,0.0001,2,1,c31c6c9bb05096278d7807d81f08b9c76b1424d9064ba84032e537522bcd36ae,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.999999881666668,8.0,0.00039999998500000013,7.0,2.999999855000002,8.0,0.6250000147916666,0.999942857145,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,0.001,2,1,21f96ccdd712209b814f636d590f8abb77b291977c6ff2262e71e987b3a55230,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.999988166682495,8.0,0.003999985000018,7.0,2.999985500024125,8.0,0.6250014791646881,0.999428573571426,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,0.01,2,1,28d8d11888e3c914caef689c75c959779454ed16179a89d2c7d38f3ab2fb0a52,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.9988168249454725,8.0,0.039985001799929996,7.0,2.9985502412344376,8.0,0.6251478968818159,0.9942878568857243,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,0.05,2,1,58d48a14c19d97f0be151417073e455ddb44589411e241c37a522429b01b6a36,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.9705154674952197,8.0,0.19813061953125,7.0,2.9639005381814867,8.0,0.6286855665630975,0.97169562578125,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,0.1,2,1,f31fbd054830ca4081d2f15b05bb6b8b575ad99f0a518d7b06662ea509ad35e2,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.8832413169035727,8.0,0.38517929999999995,7.0,2.857396961983294,8.0,0.6395948353870534,0.9449743857142857,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,0.25,2,1,fea1d379d4ce13e1762ced2431cbebb1024ec198470424f382bc9c8b2954146f,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,2.320254997061073,8.0,0.7827758789062499,7.0,2.184226447690218,8.0,0.7099681253673659,0.8881748744419643,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,0.5,2,1,0ec8ad29643b8b2cf41a7bba750d10276bf60f13501936374d7623afc58eed62,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,0.9068222869759267,8.0,0.6328124999999999,7.0,0.6495190528383289,8.0,0.8866472141280092,0.9095982142857143,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,8,repeated_subtree,1.0,2,1,ad110897f5ae31ba4321661699bd77a67b8b2327908f08fcf273535d1f68c7b3,d5ee8a7ebb220567923f47478e58e38635ee1a944920a64d079f5fd724144cab,4,1,4,29,0.0,8.0,0.0,7.0,0.0,8.0,1.0,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,1e-08,2,1,fb8d47bc77cb3e23907c68551f2422c26287af552a3fc5716abe9af622a5de8f,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,11.99999999999999,12.0,6.599999999999991e-07,11.0,11.99999999999997,12.0,8.881784197001252e-16,0.99999994,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,1e-07,2,1,5cb30e9120fd6551fe1b6b821d6e2a9e584a99e424e8b21e77a53a9c0b9d5201,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,11.999999999998954,12.0,6.5999999999991745e-06,11.0,11.999999999997138,12.0,8.718951486722896e-14,0.9999994,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,1e-06,2,1,adabd8a06d1ea0e1159b2544f2c035148ec4809b431ab6801078bd1e96935bb9,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,11.999999999895499,12.0,6.5999999999175e-05,11.0,11.999999999714,12.0,8.708441375423112e-12,0.9999940000000002,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,1e-05,2,1,df6fddff82385a11651b9e612b829f1474cfd5cee80c0b0611b914d14dcf0951,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,11.999999989549998,12.0,0.000659999999175,11.0,11.9999999714,12.0,8.708334794012748e-10,0.999940000000075,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,0.0001,2,1,06631ce3d4a6edf198d2f54e7bac6de21b279cf0b63a061beb1e50c4b0c2463a,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,11.999998955000034,12.0,0.006599999175000035,11.0,11.999997140000191,12.0,8.708333047261856e-08,0.999400000075,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,0.001,2,1,8fcbd4c376ac91eef42cf259e3ee8f5328f6d6497341d792ceaeaa08e4aa0ca0,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,11.999895500346154,12.0,0.06599917500356399,11.0,11.999714001930494,12.0,8.708304487144622e-06,0.994000074999676,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,0.01,2,1,c508d360ed3467d161d84ad1919fc378580a66f6e26fb2f0d38a1e5a6b3ed2ca,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,11.989553461058371,12.0,0.6591753563310361,11.0,11.971419299530972,12.0,0.0008705449118024214,0.9400749676062694,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,0.05,2,1,2f0b320d76cc2b0603b3c2e31d43f434fb9ed568dbd965e1a38d4743631cf14e,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,11.740905619153605,12.0,3.197983373697036,11.0,11.29698044166803,12.0,0.02159119840386629,0.7092742387548149,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,0.1,2,1,024d1a3fb4f9ffd86b3e8f20c4e21372b53afcfa74e5961a719b30f1e2706cda,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,10.989116686439175,12.0,5.80995641753,11.0,9.327652007583575,12.0,0.08424027613006875,0.47182214386090915,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,0.25,2,1,3ed337963444d905b30c5e9f43a6efc808dec13f6ab98731b536bc43fff91978,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,6.70605444430885,12.0,6.6918108463287345,11.0,0.4368452895380436,12.0,0.44116212964092916,0.3916535594246605,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,0.5,2,1,1405d142c5300764ac853f2afe8bf5110a9433edfae02c19d2743124c2ae9f75,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,1.6440429687499998,12.0,1.6440429687499998,11.0,0.0,12.0,0.8629964192708334,0.8505415482954546,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,left_comb,1.0,2,1,cf84393a80ba9d1798d78f67d50bbb78696d9c49ab09395461ebc335fa625c46,c52b629d5e4094d17ca1a7db0140e19eb8114527e26568b898a9c4b716ad201e,12,11,2,90,1.0,12.0,1.0,11.0,0.0,12.0,0.9166666666666666,0.9090909090909091,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,1e-08,2,1,ed14f619da81345f5ac8425fa48000b55c4e3f918086c54c94b2432781e2965f,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.9999999999999994,12.0,0.0,11.0,0.9999999999999994,12.0,0.9166666666666666,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,1e-07,2,1,befad77c86d5aff3e28f5708c9f1e0e7758ba1bfcdb2895c4580f81c9be643ff,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.9999999999999449,12.0,0.0,11.0,0.9999999999999449,12.0,0.9166666666666713,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,1e-06,2,1,2b68ed7af0fbb2b4060a888efa4acbe196297b7eaf3412cadef87eaa54b5cc63,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.9999999999945,12.0,0.0,11.0,0.9999999999945,12.0,0.9166666666671249,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,1e-05,2,1,1a23e6e498b15b92f60a55e045b27930e96cae390b966b38688abe96f1954956,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.99999999945,12.0,0.0,11.0,0.99999999945,12.0,0.9166666667125,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,0.0001,2,1,9ac3d05942a50d6bc5b732b27bbfb60b0e356f0af8becad23c708d4e2506211e,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.9999999450000012,12.0,0.0,11.0,0.9999999450000012,12.0,0.9166666712499999,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,0.001,2,1,c59a446f91ae947601061f9bac52ccacff708099be012a01d8c8a66a6233ba76,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.9999945000123749,12.0,0.0,11.0,0.9999945000123749,12.0,0.9166671249989687,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,0.01,2,1,6dc90dabd7cc19df89bbed8941e0511b45c819c8cfde7d54f15c10769a7787d8,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.9994501237355633,12.0,0.0,11.0,0.9994501237355633,12.0,0.916712489688703,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,0.05,2,1,4f22ae26277a3315025fb3deaf50377bbe4db8f261c24e57c1c056c73574993d,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.9863271185162762,12.0,0.0,11.0,0.9863271185162762,12.0,0.917806073456977,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,0.1,2,1,0838d1f48627080ca7f82d55bb0e9a9b34a76efcf1323404951b185529aac5c9,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.9462231524638975,12.0,0.0,11.0,0.9462231524638975,12.0,0.9211480706280085,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,0.25,2,1,187740058187eccf5b76d32d8a3563cb1c2a9426120f88a6b9e358f19381e93a,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.701200182086529,12.0,0.0,11.0,0.701200182086529,12.0,0.9415666514927893,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,0.5,2,1,28c8ed5cecd416d575eb5cbe6f00562e35c594588c3613286ff13e11eaee4138,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.2055118878121275,12.0,0.0,11.0,0.2055118878121275,12.0,0.9828740093489894,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,right_comb,1.0,2,1,bb88c62e55ea3764a76889e036fe49b678c42ee94384cc0f98434c5ce2493c96,814d26c1da535ef605d2e74ab58376a993e9cfc617670690527f0db12bbfe2aa,12,11,2,90,0.0,12.0,0.0,11.0,0.0,12.0,1.0,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,1e-08,2,1,f0ffec9bbfeab409a77814f0fd2d66c6f771f9084bbff0117ffd02b9539f8c93,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,3.999999999999997,12.0,1.099999999999999e-07,11.0,3.999999999999995,12.0,0.666666666666667,0.99999999,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,1e-07,2,1,02bfde90be6ad5a6373c8c8df4256aea9a664f8f3675d83f7407ab895787c412,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,3.999999999999691,12.0,1.0999999999999069e-06,11.0,3.99999999999954,12.0,0.6666666666666924,0.9999998999999999,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,1e-06,2,1,3b51e3c355a6540f99788155bce8194d882a13babbbf438307ce89846576ca65,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,3.9999999999691247,12.0,1.0999999999906999e-05,11.0,3.999999999954,12.0,0.6666666666692396,0.999999,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,1e-05,2,1,d9bf4c361c50fae11b8b4e2207f2edd6c835f601441af6a51eec36d7a09c597e,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,3.9999999969125,12.0,0.00010999999990699999,11.0,3.9999999953999996,12.0,0.6666666669239584,0.9999900000000085,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,0.0001,2,1,9efe4b79946253c0fa20925896ba55ae0a20201ec418d41b73d276affb596836,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,3.999999691250009,12.0,0.001099999907000003,11.0,3.99999954000002,12.0,0.6666666923958325,0.9999000000084546,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,0.001,2,1,b579929b713c662ddb261259bf19310dd2c1ae76397d31dd2a30ac84cdd8cbf4,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,3.9999691250950913,12.0,0.010999907000311998,11.0,3.9999540002054994,12.0,0.666669239575409,0.9990000084545172,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,0.01,2,1,a419c044d2ca93021d877faa2f57776c43ef36f7117c383f9a877c15647918ad,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,3.9969134507730946,12.0,0.1099070311948704,11.0,3.9954020545453015,12.0,0.6669238791022422,0.9900084517095572,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,0.05,2,1,6e18eb0d2b58a2b2ab2b2b681842a8a7d4fa164a84899d0b55ccbe4ecac2e8b6,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,3.92340456421626,12.0,0.5384721000189111,11.0,3.8862772896454785,12.0,0.6730496196486451,0.9510479909073717,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,0.1,2,1,23e0b3b9a788b682dc0f28868514bcec2f78e7663539a72dc006887d280cb8fd,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,3.7006153966991406,12.0,1.01006910873,11.0,3.5601003791854127,12.0,0.691615383608405,0.90817553557,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,0.25,2,1,5359f1d7bc81b8337234a61e6d98713e1ced94baf9ac7fbcd546eb8cfca65b03,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,2.4080432465612893,12.0,1.5717852115631101,11.0,1.8243254989230797,12.0,0.7993297294532259,0.8571104353124445,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,0.5,2,1,4c898f322c0491782918e8a8fe11626b0afa3b8f52c70e010ea5eb7a95116c4a,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,0.35595703124999994,12.0,0.35595703124999994,11.0,0.0,12.0,0.9703369140625,0.9676402698863636,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,maximally_balanced,1.0,2,1,da22d0c982fdfb3c72acc432853621b16989392ef13f15104d53dcbd2d353a89,18cec6dd708b08949afab2a59abccf3720d5ec8b36c83a86fef8e452fe945bb1,4,1,4,49,0.0,12.0,0.0,11.0,0.0,12.0,1.0,1.0,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
B,2,12,minimally_balanced,1e-08,2,1,5282c4078c6a0d2b62222d61a08ce3e5c4e9a7fb0adfc7071efac914da4ab811,8327070dec0d125f94d8d689e50f45edd66b4f6d92e66a7b6c57c3caf1224b5b,12,11,2,90,1.0,12.0,4.9999999999999965e-08,11.0,0.9999999999999989,12.0,0.9166666666666666,0.9999999954545454,20,8,160,0,certified explicit gated-rotation construction,EXTENDED_PENDING_RESOURCE_GATE,interval160,cpu,COMPLETE_BASE_INSTANCE
