block,arity,internal_nodes,shape_index,tree_hash,dimension,projector_rank,field,eta,error_type,scientific_instance_hash,depth,strahler_number,path_length_sum,certified_lower_bound,construction_value_upper,certified_upper_bound,absolute_gap,relative_gap,status,lower_method,upper_theorem,global_optimum_certified,precision,device
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,0.01,normal,b2d9a659ddd09dd00b57a0bd6f794cfcecf8c7f310d788b6e89384a610afa4a1,3,2,9,0.9997999999999999,0.9997999999999999,3.0,2.0002,0.6667333333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,0.01,ambient,b833ba86eee18c8d606c73e04adc0aeb633f120509402c97a88d92f2864f114b,3,2,9,0.9998500037505625,0.9998500037505625,3.0,2.0001499962494376,0.6667166654164792,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,0.01,projected,bd5f8c3423b85127d33f58a1a12c8e498620e49e3c529c721a91461cf1e0faff,3,2,9,0.009999499987499374,0.009999499987499374,2.0,1.9900005000125007,0.9950002500062504,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,0.01,normal,b975d9b708081cc7b7cd3a1fb16876ea86584aa34802adbceeadc23617348bfe,3,2,9,0.9997999999999999,0.9997999999999999,3.0,2.0002,0.6667333333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,2,1,real,0.1,ambient,647973bbeb29bde95270e4f2ba7a51a807f427bb1acaf803209351b4852f95fc,3,2,9,0.9850380703302791,0.9850380703302791,3.0,2.0149619296697208,0.6716539765565736,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,2,1,real,0.1,projected,51a274fa7cd7f866b21c723a278530a1e441e2563a3e304bcff4031e68da896d,3,2,9,0.09949874371066199,0.09949874371066199,2.0,1.900501256289338,0.950250628144669,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,2,1,real,0.1,normal,689566a09111daea7a046abfadea40224dafda9f0af1c8bcf67240f25b41a109,3,2,9,0.98,0.98,3.0,2.02,0.6733333333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,0.1,ambient,8e38ae241b35334d239e1f510f49a47923b9216e073c17a25f6a29a579c89c16,3,2,9,0.9850380703302791,0.9850380703302791,3.0,2.0149619296697208,0.6716539765565736,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,0.1,projected,51045bb92d922fc3d936d593c0a4684d7c871c6e8080e09ac1cfe33715f52f01,3,2,9,0.09949874371066199,0.09949874371066199,2.0,1.900501256289338,0.950250628144669,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,0.1,normal,d95fa08239e350d24be07e493929d3126447e890bde00fc5b1820787c1339ab4,3,2,9,0.98,0.98,3.0,2.02,0.6733333333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,0.1,ambient,5f0436553f0e02d0c79f2548bf145807ee79e7429df4dff329d63f38933547d4,3,2,9,0.9850380703302791,0.9850380703302791,3.0,2.0149619296697208,0.6716539765565736,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,0.1,projected,38bac89116b8439b1b1bbfc63e89ace393650487babc4fc5c822dea5de7f02af,3,2,9,0.09949874371066199,0.09949874371066199,2.0,1.900501256289338,0.950250628144669,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,0.1,normal,9216097049407e0c820084b666abc819afb9d4df6d1fa3685647855c8fecc7f6,3,2,9,0.98,0.98,3.0,2.02,0.6733333333333333,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,2,1,real,0.5,ambient,430f3d065435db378dff2a416c8f9c195f357b5cbde626aca3d73446c28749da,3,2,9,0.6614378277661476,0.6614378277661476,3.0,2.3385621722338525,0.7795207240779508,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,2,1,real,0.5,projected,d9793b0c46a5348ea00030b89f3fff8c0530eda1530bd433acbfae0c1ce3bb1e,3,2,9,0.4330127018922193,0.4330127018922193,2.0,1.5669872981077808,0.7834936490538904,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,2,1,real,0.5,normal,de56d4699d4377e55038b620d4548ae86039aa88769295bc7ad78e945c8c1e63,3,2,9,0.49999999999999994,0.5,3.0,2.5,0.8333333333333334,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,0.5,ambient,8f0c4966afc656e3baea9f20e78b2315cba7185195ba3416dbc054abd2a34570,3,2,9,0.6614378277661476,0.6614378277661476,3.0,2.3385621722338525,0.7795207240779508,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,0.5,projected,0194e660556657ff4a40af8f3fa51131d907728c4ac1cc8d2a30a39a951a2bd2,3,2,9,0.4330127018922193,0.4330127018922193,2.0,1.5669872981077808,0.7834936490538904,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,0.5,normal,d56710060015318644bcedd5da6fdb7df95f484e8ac619b7c5ec6667258c832d,3,2,9,0.49999999999999994,0.5,3.0,2.5,0.8333333333333334,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,0.5,ambient,e5d772456999a56b7ae72d93161f8f9846720c595425d048fb5ede20c73968ea,3,2,9,0.6614378277661476,0.6614378277661476,3.0,2.3385621722338525,0.7795207240779508,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,0.5,projected,034f3f5a0b49f20bffd3b98f73a276125367d65de3ca92649b6c5639b53d8520,3,2,9,0.4330127018922193,0.4330127018922193,2.0,1.5669872981077808,0.7834936490538904,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,0.5,normal,642af6a7f39131d7a99b32fcbd41dc03ff67feb9ad0d1449d775efa6a779ed41,3,2,9,0.49999999999999994,0.5,3.0,2.5,0.8333333333333334,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,2,1,real,1.0,ambient,7cacfbd80e80ae7f3ad275976f68898d91c53fb191e145c3af49621c68f6023d,3,2,9,1.0,1.0,3.0,2.0,0.6666666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,2,1,real,1.0,projected,d201261213a585db6bbbd5eed7e3219840565d21ecabbb2bb55c3c6c055533c3,3,2,9,0.0,0.0,2.0,2.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,2,1,real,1.0,normal,e6fceedf2703e15773d6b4807445823af82ba5922cd3ffb50f8487790f96369a,3,2,9,1.0,1.0,3.0,2.0,0.6666666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,1.0,ambient,700d0167484a40c5bf6917550046a2626687a7e805507f75c198616e9d92d42a,3,2,9,1.0,1.0,3.0,2.0,0.6666666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,1.0,projected,b59357e0e381f751eb2be03abff42ef056a5a836fdcb44d70cd6a0e440266b02,3,2,9,0.0,0.0,2.0,2.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,1,real,1.0,normal,38873e8b951ed48eb8f6b4349d39731a4888123fb539c8edcd017dcee7f0c37f,3,2,9,1.0,1.0,3.0,2.0,0.6666666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,1.0,ambient,dc4ef65482f87e24140fda69410f057d5d4ebf7db4762424159111b39d2ed81c,3,2,9,1.0,1.0,3.0,2.0,0.6666666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,1.0,projected,3e78ee14cf641cc215b352f199db4bb9e931d8fdce137b2e054b2ed9fc725542,3,2,9,0.0,0.0,2.0,2.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,1,e0e523af920fdb3b76b971fae00d5b60f86c1cc63eac3ab30310ffc88f97ebc2,3,2,real,1.0,normal,5df4111f5bd025942a0ac389eeb31af8adf2ca3242d68c81cd961b211b056673,3,2,9,1.0,1.0,3.0,2.0,0.6666666666666666,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,2,1,real,0.001,ambient,e2caa22cf376d6950d3646f6a407dfe7f87b91687cc868416d193e18ef01443b,2,3,8,1.9999982499999842,1.9999982499999842,3.0,1.0000017500000158,0.33333391666667195,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,2,1,real,0.001,projected,86f0f46748caa9f7e6b1d3b43bf74f5019b1dd103eeb71c55e5181fc60b960b4,2,3,8,0.000999999499999875,0.000999999499999875,2.0,1.9990000005000002,0.9995000002500001,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,2,1,real,0.001,normal,3f725d66d678b00f090a154a8d1acb3f8c4387203e6108da80937fe7745e1f88,2,3,8,1.999998,1.999998,3.0,1.000002,0.333334,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,1,real,0.001,ambient,a3dfe604ee984513436dc98dd8b747349492755c4e7c0004b7d4256047ad70a8,2,3,8,1.9999982499999842,1.9999982499999842,3.0,1.0000017500000158,0.33333391666667195,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,1,real,0.001,projected,fb42bba496f5c7f9e995ed0f0297f1ba1ba2cc543cf93297279e43825529d85f,2,3,8,0.000999999499999875,0.000999999499999875,2.0,1.9990000005000002,0.9995000002500001,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,1,real,0.001,normal,a61c271b68af47da9975014d7bec4b8f514c57e0f860b7eeda7294f64160e831,2,3,8,1.999998,1.999998,3.0,1.000002,0.333334,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,2,real,0.001,ambient,a51b6157eddd2fa7251807eee195af7727d6b807a26f3c36ede8d845f6ebf231,2,3,8,1.9999982499999842,1.9999982499999842,3.0,1.0000017500000158,0.33333391666667195,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,2,real,0.001,projected,2bf0cfb23acb711c8184fe280d7b31b180e223c779e87feffb0205f08bbbfcb0,2,3,8,0.000999999499999875,0.000999999499999875,2.0,1.9990000005000002,0.9995000002500001,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,2,real,0.001,normal,eedb358f1503d31beeded2c09d25f96c187aa0d334c7b0c82ec40f130e7f969b,2,3,8,1.999998,1.999998,3.0,1.000002,0.333334,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,2,1,real,0.01,ambient,57b24ea45b36032d3aeec3065d7c7160e0a841ee8a3dac20458d15e607787084,2,3,8,1.9998249998437363,1.9998249998437363,3.0,1.0001750001562637,0.3333916667187546,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,2,1,real,0.01,projected,23de7a5863e83c32da141037c30a86a3188cfe7e807842f97f42b5dcea10e5d0,2,3,8,0.009999499987499374,0.009999499987499374,2.0,1.9900005000125007,0.9950002500062504,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,2,1,real,0.01,normal,16947c7f8597b33982e0397aefc80fd8f6918e7cfba42e0d06bc6b6dac295257,2,3,8,1.9997999999999998,1.9997999999999998,3.0,1.0002000000000002,0.3334000000000001,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,1,real,0.01,ambient,264b1104ee1b0dfa2ef6c97ed9f87fe33f349841d1fcf7974f7f6b6e67bb18b0,2,3,8,1.9998249998437363,1.9998249998437363,3.0,1.0001750001562637,0.3333916667187546,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,1,real,0.01,projected,b97849b60dd24b28825807259f6b4351afc0f514e98cbd25e3529bb3ff774af1,2,3,8,0.009999499987499374,0.009999499987499374,2.0,1.9900005000125007,0.9950002500062504,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,1,real,0.01,normal,4754b876d9f94c04dd105f2741f84dd8b61c488fd90a5b8b3760dbb727a4c876,2,3,8,1.9997999999999998,1.9997999999999998,3.0,1.0002000000000002,0.3334000000000001,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,2,real,0.01,ambient,2420267b76879c2b145642fa2854589141a3bee5b5cba2aef62eb5b60a6de24e,2,3,8,1.9998249998437363,1.9998249998437363,3.0,1.0001750001562637,0.3333916667187546,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,2,real,0.01,projected,907df5734212cc20c5a179516593c90db4b4aec37700bd014a250458c53048a2,2,3,8,0.009999499987499374,0.009999499987499374,2.0,1.9900005000125007,0.9950002500062504,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,2,real,0.01,normal,1521017e2a1299a93c5e4d99be7aafb344d5437a1fbbac545e0e256117feb61f,2,3,8,1.9997999999999998,1.9997999999999998,3.0,1.0002000000000002,0.3334000000000001,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,2,1,real,0.1,ambient,48d4ce81032944be859b266b30a6f924bbd4d9c1bae74df1271f4e773dd96075,2,3,8,1.9824984237068133,1.9824984237068133,3.0,1.0175015762931867,0.3391671920977289,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,2,1,real,0.1,projected,6be6987c18b462215fd0ef908ab20db4836edcd5caf99d129235184210ef049d,2,3,8,0.09949874371066199,0.09949874371066199,2.0,1.900501256289338,0.950250628144669,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,2,1,real,0.1,normal,a0d4af64b2375e23d393338f2f6c84a3f1cde8a0862e38dae39aefce285ab7ef,2,3,8,1.98,1.98,3.0,1.02,0.34,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,1,real,0.1,ambient,e1985a24f64760964cea17170d624cce32243ed79bf40d508ef73af15649f8b4,2,3,8,1.9824984237068133,1.9824984237068133,3.0,1.0175015762931867,0.3391671920977289,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,1,real,0.1,projected,4fe47e0fbcb827e60c7bc09255f0af9cf3674c4274795e5b0244dcd223002ac2,2,3,8,0.09949874371066199,0.09949874371066199,2.0,1.900501256289338,0.950250628144669,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,1,real,0.1,normal,c4c9e483872e24de72527df1ee7eb56660e30a9b010040709d7521b33b65c8ae,2,3,8,1.98,1.98,3.0,1.02,0.34,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,2,3,2,d7807b4a72d9e0c62255a28ab21f58c47c3499e1f3decc889df726c28d64c8c1,3,2,real,0.1,ambient,a95b0b3253fa62c6cd75991b1e94b375b535b7d3fe355febd0e7382dd3750aaf,2,3,8,1.9824984237068133,1.9824984237068133,3.0,1.0175015762931867,0.3391671920977289,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
