block,arity,internal_nodes,shape_index,tree_hash,dimension,projector_rank,field,eta,error_type,scientific_instance_hash,depth,strahler_number,path_length_sum,certified_lower_bound,construction_value_upper,certified_upper_bound,absolute_gap,relative_gap,status,lower_method,upper_theorem,global_optimum_certified,precision,device
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,2,1,real,0.5,ambient,74501e7fa23c73181b3cb1074130f29e6553829d09be29bac62db90f58e5c880,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,2,1,real,0.5,projected,321c28de5fd3fea6dcd81bf697c3be483270d02cab0ba4aaf1b10938d4aac112,3,3,20,0.0,6.842277657836021e-48,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,2,1,real,0.5,normal,c06def4330f199e4fd30e7df71fbd9b3a657448ae3c5f4e1f96b7c3021254b78,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,1,real,0.5,ambient,11ce8a6831b370fa0b0e3da35c5ca6f4576767661820aee1bec7dc85d1ae0be9,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,1,real,0.5,projected,6bc6320c3bac2ba5b0584f7e88df869520e9a90775c94f9a8dd07fd95f53a460,3,3,20,0.0,6.842277657836021e-48,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,1,real,0.5,normal,92130958fe6b1d29221f8719fcaf4d42f9493514346e140cda2759f8115ac010,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,2,real,0.5,ambient,96204d63f32d1f585b2ac28c4ea1dfc3d84cdd9dcd9a60a9fc4787fb45f844db,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,2,real,0.5,projected,63aa1465ed521d4a96b59ab5a8dc4a7dd4ae55ab42eb8ab0031f1d3b506dc049,3,3,20,0.0,6.842277657836021e-48,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,2,real,0.5,normal,59035361f18f42790a31c7fd8a0e25f59d6b6886f1ca53474e8b3b1006ea1ead,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,2,1,real,1.0,ambient,b5775da643b8c60c0ed79136156ece9d9048092c136c147bdd11f1c9b32cdc70,3,3,20,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,2,1,real,1.0,projected,f36b7480015a12d1bf86cd94f34b30926f0fb1a0b5db178cac044e7a23ad609c,3,3,20,0.0,0.0,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,2,1,real,1.0,normal,d320f0238c8e391c9161eded308418063d22b2b009412e26c18817a50940b089,3,3,20,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,1,real,1.0,ambient,dbee172a186626134d26bfbe670bae069122db11cd93d90889de6144ad6fddd6,3,3,20,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,1,real,1.0,projected,6ba6ea0cf8bc65dd4ab44367bc22a89d8925bc75757f75cde703e2099a623d2c,3,3,20,0.0,0.0,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,1,real,1.0,normal,c04de94ce699b251fba0ddc14737fc63be98c955de81a71361b14d4c3b94a1c7,3,3,20,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,2,real,1.0,ambient,fc28a19640bef545e9c140942d999c80a0a6834b803c05e7f1a6ee7ff7c1f539,3,3,20,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,2,real,1.0,projected,59c1ddcb936ee16afccb0cf87e7af780420b74981c2c7076248a0a8c7aaccbf8,3,3,20,0.0,0.0,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,12,c0a9b91386be1430993398e3f327bb25b3e4c3f6e24e233ec796f680e6ead45b,3,2,real,1.0,normal,3accfcab55950f42b01f65b63ed2284c83637043a7d5ff0e35a2d93ff03231f2,3,3,20,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.001,ambient,566f859cbb699ac9b71b2525639eea256016b51f4be93c4a315d66c373254433,3,3,20,0.9999985000003749,0.9999985000003749,4.0,3.000001499999625,0.7500003749999062,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.001,projected,9015aa027af2eff52b4518f34cdea32a39e16dd2f696545578caeab80ace4594,3,3,20,0.0,7.526505423619623e-45,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.001,normal,00639b1f3ff37966f4746200928f3f3a701b3a4cfc95687af6befbebd4b2bffa,3,3,20,0.9999985000003749,0.9999985000003749,4.0,3.000001499999625,0.7500003749999062,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.001,ambient,a39c9cc5cc9e18a4015991b28235a4cf26accf1d20b260dbd3225e69930e3a98,3,3,20,0.9999985000003749,0.9999985000003749,4.0,3.000001499999625,0.7500003749999062,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.001,projected,625b7c0761302e703a794f53fae4e924c19f126ae659c24292a7d0a28aa00687,3,3,20,0.0,7.526505423619623e-45,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.001,normal,c67eac7c8694cd593b2d90d860e30787b4b62c2a21a5040bbec07f47f3a21da2,3,3,20,0.9999985000003749,0.9999985000003749,4.0,3.000001499999625,0.7500003749999062,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.001,ambient,fd52b8fbe9f4c4bfc0150e6dce6f8b2a3e9b727190f83971e108c3521eb735c7,3,3,20,0.9999985000003749,0.9999985000003749,4.0,3.000001499999625,0.7500003749999062,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.001,projected,c910d2df07816763d63847eac5f21972d4057cd719ae74ad464f0f003a82231f,3,3,20,0.0,7.526505423619623e-45,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.001,normal,7999fb9f4683c8119b5cf1581c9384b950378b53fb06c4d161b1df5185aa9cb4,3,3,20,0.9999985000003749,0.9999985000003749,4.0,3.000001499999625,0.7500003749999062,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.01,ambient,a38077a1f7a5ebc324ffbf8fdb5928872826f6774a1b5d75a4416586a3ad8e63,3,3,20,0.9998500037500625,0.9998500037500625,4.0,3.0001499962499376,0.7500374990624844,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.01,projected,e458405a5401f8f74ef89a64b7933defab6114d801ebb5daae9c527512e926d5,3,3,20,0.0,4.7895943604852146e-46,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.01,normal,08aac2317cee9a7435610da82203751d8a314dca7b55c7a11412ff1157aaea9b,3,3,20,0.9998500037500625,0.9998500037500625,4.0,3.0001499962499376,0.7500374990624844,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.01,ambient,fb04edf3b50654711cd066620d77fe1e018c594bceb03e2a8bb72708b2f945a7,3,3,20,0.9998500037500625,0.9998500037500625,4.0,3.0001499962499376,0.7500374990624844,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.01,projected,111dc6b049bd41d6dd86d91cffc74b25cfbe84edbc69613846c261af55665717,3,3,20,0.0,4.7895943604852146e-46,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.01,normal,331d7e2d21a8ecb379fec3644cfcdcfd8c397b9deac96b1f39bddbb32e2094f2,3,3,20,0.9998500037500625,0.9998500037500625,4.0,3.0001499962499376,0.7500374990624844,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.01,ambient,008e5bc8bdda15694942d3f5ff37af301f26c82deddc8fe613ecbd1b23dd78fe,3,3,20,0.9998500037500625,0.9998500037500625,4.0,3.0001499962499376,0.7500374990624844,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.01,projected,a31c98ed48399be9c4bfb54acd26c4308850b56b274baff2f2221c46c29ee8ab,3,3,20,0.0,4.7895943604852146e-46,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.01,normal,f619b0eea90d69625aa1a630a8f02935b6316a355623ac93974523b6bbbd8027,3,3,20,0.9998500037500625,0.9998500037500625,4.0,3.0001499962499376,0.7500374990624844,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.1,ambient,aeb0ecabe8f7fef07bdf0aa34ef3e14d24f3ddb858394aac49e405c7c64809cf,3,3,20,0.9850375627355537,0.9850375627355537,4.0,3.0149624372644466,0.7537406093161116,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.1,projected,816503aefa77f2e66257f66e5ddcf890298326d860cd6490d207d8d5fef52e52,3,3,20,0.0,7.526505423619623e-47,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.1,normal,49730d57af2a8dee92d3ba473550e293134fde21ff2814c448daff2a806c54cb,3,3,20,0.9850375627355537,0.9850375627355537,4.0,3.0149624372644466,0.7537406093161116,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.1,ambient,d629328dd27d59b95a4329b78725764346eecd63bf1bfd52a2f582d6c4d76ebd,3,3,20,0.9850375627355537,0.9850375627355537,4.0,3.0149624372644466,0.7537406093161116,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.1,projected,ad16ee9b62908da2d89ffd4512583abc20f41518674557895dc1a64b8b612801,3,3,20,0.0,7.526505423619623e-47,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.1,normal,c26903151d2cedc889a875afce2935087407c11300293ab41d1d93f34ff6b603,3,3,20,0.9850375627355537,0.9850375627355537,4.0,3.0149624372644466,0.7537406093161116,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.1,ambient,de385d0d064c4a7963f632455f1de566bfaad6650d52b7e3ad576bff847e4458,3,3,20,0.9850375627355537,0.9850375627355537,4.0,3.0149624372644466,0.7537406093161116,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.1,projected,b949a7a1b537ff4192166d7e97c2b7a645fbc1e2e27ea2514e5a9418b077021a,3,3,20,0.0,7.526505423619623e-47,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.1,normal,de7224f12e4efd72241e16eae23038090a43a03b499229cef5897870be630a63,3,3,20,0.9850375627355537,0.9850375627355537,4.0,3.0149624372644466,0.7537406093161116,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.5,ambient,c7d3b9f14777cbddcfee24d8431a49a848f9c61643b48cefe38cecd48f0e6ad4,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.5,projected,7b193b9f7940f13594bd7c3097e48fec5e685f57ddf200b5597e51fca92e7bf6,3,3,20,0.0,6.842277657836021e-48,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,0.5,normal,eb9a54c424d0dc980bf8bcbc078c115e643b7eeea221d9f93fc183d83a85b835,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.5,ambient,5cd0714ec7968775800c862c4628669c52dae122f849a6b0695abac73a6a83bc,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.5,projected,6c24d3bfdb108773c6214b6bfe231562a91a7dcd0bb8fd1a2c29c0828ef9bdad,3,3,20,0.0,6.842277657836021e-48,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,1,real,0.5,normal,ed9084c25bf59e95c3c105bdeb1562d7db4b243d325b11dac53a637e4b37da4c,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.5,ambient,ebe591fd8a4861ffd5e38b60ef5871ae4578d0b6b8a7f5f8a97c12851d57bc8e,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.5,projected,0aaf5abc3b2a58bdfa4f1627a5153ba3d2c19cb6e70d58c291421b954a44e529,3,3,20,0.0,6.842277657836021e-48,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,3,2,real,0.5,normal,abf511afddc6d93ec584e9afe8407d8540089032179731c2997fda27c96a8489,3,3,20,0.6495190528383289,0.6495190528383289,4.0,3.350480947161671,0.8376202367904177,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,1.0,ambient,2a5d78a44ac3047d56562f8a026f64c87157515bd25784cc1632bec5a943d965,3,3,20,0.0,0.0,4.0,4.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_HOMOGENEOUS_AMBIENT_K,False,interval160,cpu
A,3,4,13,7cc262bcd3a674b5428c3ad3f4de0e31ebe7e92b8d2946c25b8c75708516ab25,2,1,real,1.0,projected,386872ce3d1699075a5dd8f40453180f8fa3783c1f94096ec72c5f9822935a7a,3,3,20,0.0,0.0,3.0,3.0,1.0,CERTIFIED_UPPER_BOUND_AND_CERTIFIED_LOWER_BOUND,mpmath interval recursion for the explicit gated-rotation tree,THM_V3_PROJECTED_ROOT_K_MINUS_ONE,False,interval160,cpu
