block,arity,internal_nodes,topology,dimension,requested_rank_ratio,projector_rank,eta,scientific_instance_hash,tree_hash,depth,strahler_number,ambient_lower,ambient_upper,projected_lower,projected_upper,dimension_two_embedded_lower_is_valid,larger_dimension_improvement_certified,seed_count_required,seed_evaluations_executed_full_core,optimizer_status,status
C,2,24,comb,2,0.5,1,0.01,e836b6f1ecae1cbcfe821835d899be51e210d79fed25315e55849b4df7cf4012,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,2,0.5,1,0.1,bc116771ab89326f35fd36eae018bef38e5c5803096ffa225e8202a85750fbcc,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,2,0.5,1,0.5,9ba9d0af1c086286a2005f7052222816603d695ee20bed1df1290fc625d239ca,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,2,0.75,1,0.0001,2ce174ee37ae63a3cbf4c8187c6555f0b9b26423fe1e5b7849a242b15468e3cc,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,2,0.75,1,0.01,798007e59f808b9f9ab0b8c05bfdf03792dc1f5283d9155e0722d1b49fa1e0f2,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,2,0.75,1,0.1,79456f98a1c66984604f80c3d84b352c7cdeb26f57f9bbbbf55a8c038d3fc5e0,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,2,0.75,1,0.5,02a200721a69b11df4f51cb5c8ad6afa328d530daf3bb94f72c45636ea0adcf4,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.125,1,0.0001,075b94f00700f5fec2c5966594bf77f6049023071b80216933b8a4790732c3ad,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.125,1,0.01,8ae4b3daee66b4cdd294259ed07a2803cc692fb8cec169c5dfdc885c0ef605ad,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.125,1,0.1,b68e42da6a9ef6eb9350b519d6e5b006d1fb8e2932d72f872f207cc4aa840fa9,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.125,1,0.5,7898f4424c941bf8f8dad8abd2c0726ff4ca1692e8b67764ae0a302f789b7c55,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.25,1,0.0001,386a77145c4ef1a84f5eb42c3251e034bdfcb2eae032cb1ce8c1881d914653de,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.25,1,0.01,06437c08a145077fda464905916992eeb3c9196d34de1c48bcfa42be43c3a5af,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.25,1,0.1,e7d96e4538ef51a8f4f57b5dab5760d7f37037bc75ae78f48998b66ed9961bc3,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.25,1,0.5,47fc54b682a94a98fdfd90038c0d59d21b880b09ca4bc3fd1c229435f5309143,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.5,2,0.0001,dfc9dbe0354f591ed1b5839d682fa12053614a58d5bbddb4d1549daad820dcd4,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.5,2,0.01,9be5e5d27cb6dacdb302aef59a0e36762aaa89bdc8b02fa91a676a5fcb35a548,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.5,2,0.1,26adc67e3051e5f06de249c8c139a552e3596a033796009024a08d7677cf8d98,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.5,2,0.5,7df6ce4658c8aecfc8dc958eb317cd6bc251b6ff3bb81002d51a78e97bd6d1c2,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.75,3,0.0001,0e782fdc840a0f4187bf4a4584a7c2799251343a810260b964a6f8064b03e4ef,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.75,3,0.01,8fae0a96110f4b8fde8b60542f1d92ec6aebab77d13caee9943299ed9f16e35d,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.75,3,0.1,5fabc75c92e49f0e36c61e9c8bd46715518a72d19682fa92c1f4a3eebd1d0c8d,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,4,0.75,3,0.5,c2aca1bec39c5303d740524fc52cd257dee3f745ebef7351b13823a2c1da241b,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.125,1,0.0001,f1fc6cf2fab4456ab4dc6fa0cec12d5208b1a9818334cf298c5c46ce5a6b218a,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.125,1,0.01,6ecfe2b03caaaf285b16918c5bfc20f4f4c149d88bd4ff38ef64a35bea648de9,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.125,1,0.1,b9e0a98cb76a2d2a454edb1a75ede5b788c5616485c68d1f8cdcc807d24dfa34,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.125,1,0.5,e9c477989f38510382b70932981317fc3690546fddd7338209476e372da365ba,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.25,2,0.0001,eea411a16ded885c2463c943552d87c4aedd821bdcede25c2c61a0b333676b8f,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.25,2,0.01,98cf51fc76b3ab62f50c8d558d08a9afd651b8378f9cbe67ce379e28a1c1e347,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.25,2,0.1,cc9d8e6be19a40ed0157070d57bf1235f0831230ccf23c05038b17fb02b7a3f3,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.25,2,0.5,8153165f8a28d67211ee9119939b9851643660954db57a4819460ebca77ee38e,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.5,4,0.0001,1afe25dd594fb6bd9c76cbe1748dffbb9b7525b5e71f9c5c6822ce95b404d16c,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.5,4,0.01,d52370a144d16b91126b22f65e816efb758ef9e4218ceda0aeb10fb2f5201e41,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.5,4,0.1,27d6159e50a6f851134753c8c9e93b35c67010e246b9148295a3ddadb11a76d3,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.5,4,0.5,8a8070a79900d3b31e9a603d6f02a4675afab65cb178983465447ed5d4bf449f,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.75,6,0.0001,8160385ab953da97ad1fa6e8805284f93f28c44ba69974513dbd24fd9f0d27eb,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.75,6,0.01,05ce7f3ec4a7ee69073e92bd80157f8b9c9d32a3fd094222a0ef4343c9a2c5d2,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.75,6,0.1,9259950b097136b91e06f92ca05250a9569d537157ce07685186c31e1eb12551,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,8,0.75,6,0.5,a23ef8440c15fa46329910bdb7441440a43be503b0b8ed6617369a267af0c77a,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.125,2,0.0001,b51ffaa7e0aec7d816f2af8056c48706f2efc60e34de1bcfc1655fa0999a8da9,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.125,2,0.01,65b459e74e800bda63378edd44f2a8a2e80ab3bbf0da75b87adc3ff99544081b,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.125,2,0.1,6bccca1ff59b68337251bb26dd188b4e4e40c25bce4bc20646ec681247de6d39,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.125,2,0.5,784a52bc4170e00e66af68fa71a76e8fd68457ec2416dfde75a21dbe139ecf3d,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.25,4,0.0001,bbdc883747076dfc5da884e7e3d2db3f39f98ca80a5c0cdea9d74c6d180d216a,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.25,4,0.01,f2e0ac9c77f4b079d5437de01c70c310731fa974c781acfc48bf82d3fefb2045,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.25,4,0.1,6ed59efb29d1c44fd038f2109334612818d5cf1554321c8d5fef586a10571e68,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.25,4,0.5,65a417d151709546640ca93ecc343fd44b41d6f5d58d3dfca7aa269c99efe628,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.5,8,0.0001,776a6e6bac8b1c9f4848d3d9f8122ac1985b372afdc2ff3874ed94ea93a6183e,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.5,8,0.01,dff38f17fa07c4f4de0da4c930c20c9dcc79c3f1bdb6ddd72054bb24f56b2098,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.5,8,0.1,f80b6df59b2e88d1b153d7768ee23ea1c25182dca299851ef3a03004169dcd12,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.5,8,0.5,11c8b813b9ba39019d4123ec8a54a2e7ab54fe9ba9dace5a8d6d2bde57c3e016,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.75,12,0.0001,f67f03282a68af2ae5aaed3f8ed16e8818d3de685d903e915b05c3c7ed0f3556,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.75,12,0.01,569da12bf3542fc220e28303a311dbb03809dd57a2a63ed8e21389216d91294a,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.75,12,0.1,4414888bbb091c7ff550ee66dfbde4250b57f22fbc7c30679c19bfe904706cb7,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,16,0.75,12,0.5,44a5fea60cbc843887b453ba11ae5fd005e6841c4b99499cfc42719484f17bed,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.125,4,0.0001,807942ef714ba4b5463121c157dc0afa86088ccb65a832df0f6aae35e327e2c2,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.125,4,0.01,680fc3ae24b9af063d2f4b7bc96e6411680adc021ed53d54469eb0372fc2a4bd,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.125,4,0.1,ad9a75c8e47e7a95e2173e171de27d6216c72ab2a560edbab98b7bdc561f97b8,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.125,4,0.5,c43b18719677f959afdeb29846f0cd67675c2a94a1a01f17095a454542d37e41,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.25,8,0.0001,e040b528d3c9de2f0b6f1bfa78d335fb982da5f8109fef65ae9174427ad7c591,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.25,8,0.01,b0860515d302e06490d3ef7c9282b9e6878c4267a64df656d5e0d4c5a2ecaae9,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.25,8,0.1,5beeb466cf59ada2aafae0151e718ae883757e52eef30d78c0a04b0c1db1fa21,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.25,8,0.5,f20001e2197f8f2fc8af85cf259ae8af166fa41a1a4692210344c959560887d8,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.5,16,0.0001,e3d7e6936d0cd323ad3ddccfc92928e9f6e398e83eec2883b134335cf34ee52f,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.5,16,0.01,ff7831ee8defe122b5450d4450d2af42700c0449dfee3d66e0eeab7e501dc827,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.5,16,0.1,8d2518fa6e8fcfe96c5cb0fbf5fa4aa1118e4064875179774fd4a658e84c473e,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.5,16,0.5,52ff3a3f7f3054909f2d853fa2d3e9bb79fc1b105d2bc68c30f2133290bc386f,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.75,24,0.0001,763a9587013e05b32ee19de712c71ff84ff4f560bf441b1242408758e8ef4a60,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.75,24,0.01,8fd09fc23421467b9517c63902341fe5306a364eda7d283613c8ce8cb7897d78,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.75,24,0.1,653441e8a85fa2b0bf54dc0a22f30fce8e1e31f24e6ff62456f38338b0e7d2b4,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,32,0.75,24,0.5,63ba89939fb0f1e34e131c60590c6434a1ad7b9102406d828c46c3e66a439073,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,1.936647295951843,24.0,1.936647295951843,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,64,0.125,8,0.0001,026793e6208e19b9532ca3f7615156cccece3b5e3431ac08a34f1349c4bcd561,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.99999287000077,24.0,0.02759998633800256,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,64,0.125,8,0.01,d5320255a80975c2088e6eb99a2c6a45e9624d9ce7ccad0771833d202deb69df,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,23.92877705089293,24.0,2.7463635789086016,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
C,2,24,comb,64,0.125,8,0.1,42fa218a295fca24e5429ad0abef6b2993160965b7a6804c2f8b659947d8ecd8,cd1d2d894a0f671da4f4d945af902ada39c3bef067a401be7099e6f2a6dd0a93,24,2,17.600307636278437,24.0,16.26486711207687,23.0,True,False,10,0,EXTENDED_PENDING_RESOURCE_GATE,COMPLETE_BASE_INSTANCE
