experiment_id,resolved_config_hash,mathematical_object_hash,input_artifact_hash,seed,precision,backend,device,implementation_version,run_id,status,failure_reason,run_path,epsilon_requested,closure_residual_upper,operator_norm_upper,tree_family,internal_nodes,tree_height,observed_error,projected_observed_error,theoretical_bound,tightness_ratio,runtime_seconds,ram_peak_bytes,vram_peak_bytes,convergence_status,failure_count
V2_APPROX_CLOSURE_BOUND,dbcf79ea61d37961179b8f178553d87b84b9c8a8c51fc5e0719dfda8c148ca3a,8d03cbec533596cd48a45a929987caf6bb60a5c5d715a452dd104e7d0bc6668a,e79f5bc7afbc3674969b57747b256a20ee9381eec65d6fece90f93301e0a9693,3,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_36199f4e2a73590a,complete,,artifacts\runs_v2\v2_approx_closure_bound_36199f4e2a73590a,0.01,0.01,1.0000499987500626,single,1,1,0.0009458464346564637,0.0,0.009999999999999998,0.09458464346564638,0.0005327999824658036,9125,0,complete,0
V2_APPROX_CLOSURE_BOUND,a3aa63cb0fa9b826306d211bf0aa874ad3c9463b623da5368db235a58373d4a0,8d03cbec533596cd48a45a929987caf6bb60a5c5d715a452dd104e7d0bc6668a,e79f5bc7afbc3674969b57747b256a20ee9381eec65d6fece90f93301e0a9693,3,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_58564c3c5eb9eb9b,complete,,artifacts\runs_v2\v2_approx_closure_bound_58564c3c5eb9eb9b,0.01,0.01,1.0000499987500626,associator_left,2,2,0.0007930482885934658,0.0,0.02000099997500125,0.03965043195763598,0.00116460002027452,9301,0,complete,0
V2_APPROX_CLOSURE_BOUND,fe7c714bee2613ee3e323aaaf8e8c77bb8ce609b1e1fa7a7a5e8194d72f9dec4,8d03cbec533596cd48a45a929987caf6bb60a5c5d715a452dd104e7d0bc6668a,e79f5bc7afbc3674969b57747b256a20ee9381eec65d6fece90f93301e0a9693,3,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_853bbbb9a410b3aa,complete,,artifacts\runs_v2\v2_approx_closure_bound_853bbbb9a410b3aa,0.01,0.01,1.0000499987500626,balanced,4,2,0.0001656355634530868,0.0,0.04000600014999751,0.004140268030596834,0.0021231999853625894,9845,0,complete,0
V2_APPROX_CLOSURE_BOUND,8a25afe352d3ebf31febe5f366adb5a80e6a59e0604df070e6b9246657514329,8e981874798db7e6c8cccdf61a1578c98059b4e96ed0171da9b5f76f11791945,e79f5bc7afbc3674969b57747b256a20ee9381eec65d6fece90f93301e0a9693,3,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_f9923dcb4633c8f8,complete,,artifacts\runs_v2\v2_approx_closure_bound_f9923dcb4633c8f8,0.05,0.05,1.0012492197250393,single,1,1,0.004729232173282318,0.0,0.04999999999999999,0.09458464346564638,0.0005106999888084829,9125,0,complete,0
V2_APPROX_CLOSURE_BOUND,936b85efbac3382db1f6609d4617d8adb97de6164467ddc582f6d8c1a3fa32a0,8e981874798db7e6c8cccdf61a1578c98059b4e96ed0171da9b5f76f11791945,e79f5bc7afbc3674969b57747b256a20ee9381eec65d6fece90f93301e0a9693,3,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_912e043425970448,complete,,artifacts\runs_v2\v2_approx_closure_bound_912e043425970448,0.05,0.05,1.0012492197250393,associator_left,2,2,0.003965241442967329,0.0,0.10012492197250392,0.0396029416537898,0.001035400026012212,9301,0,complete,0
V2_APPROX_CLOSURE_BOUND,a5dd26d64121373379f72977d362a1888d03b17ef2da559e0cd975a4ebe7cab9,8e981874798db7e6c8cccdf61a1578c98059b4e96ed0171da9b5f76f11791945,e79f5bc7afbc3674969b57747b256a20ee9381eec65d6fece90f93301e0a9693,3,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_79d72991d1974b70,complete,,artifacts\runs_v2\v2_approx_closure_bound_79d72991d1974b70,0.05,0.05,1.0012492197250393,balanced,4,2,0.0008281778172654341,0.0,0.20075046855487036,0.004125409137160103,0.0022435999708250165,9845,0,complete,0
V2_APPROX_CLOSURE_BOUND,da3d1bbb937610d53bc5ae4588880853022b2049176e3002b96d99b0122d9387,6284905756098aa7c69e14621252b4b1bd4c21b5b2c07835b529664364990ee5,e79f5bc7afbc3674969b57747b256a20ee9381eec65d6fece90f93301e0a9693,3,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_83d9c05b28339922,complete,,artifacts\runs_v2\v2_approx_closure_bound_83d9c05b28339922,0.1,0.1,1.0049875621120892,single,1,1,0.009458464346564636,0.0,0.09999999999999998,0.09458464346564638,0.0006070999661460519,9125,0,complete,0
V2_APPROX_CLOSURE_BOUND,e1aec574c0b5d1521285d6de07eb184b8f09cbef6fd53dae1312f32ec5872e1a,6284905756098aa7c69e14621252b4b1bd4c21b5b2c07835b529664364990ee5,e79f5bc7afbc3674969b57747b256a20ee9381eec65d6fece90f93301e0a9693,3,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_d90ed22cf144ad2f,complete,,artifacts\runs_v2\v2_approx_closure_bound_d90ed22cf144ad2f,0.1,0.1,1.0049875621120892,associator_left,2,2,0.007930482885934658,0.0,0.20099751242241778,0.039455627039144146,0.0012057999847456813,9301,0,complete,0
V2_APPROX_CLOSURE_BOUND,17d6e761bf61f83dcda6864e1c729b1a9ceef1f948d77ccc5493d692d207c509,6284905756098aa7c69e14621252b4b1bd4c21b5b2c07835b529664364990ee5,e79f5bc7afbc3674969b57747b256a20ee9381eec65d6fece90f93301e0a9693,3,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_8f1d61c9746554c3,complete,,artifacts\runs_v2\v2_approx_closure_bound_8f1d61c9746554c3,0.1,0.1,1.0049875621120892,balanced,4,2,0.0016563556345308682,0.0,0.40601497509328405,0.004079543209336828,0.002230399986729026,9845,0,complete,0
V2_APPROX_CLOSURE_BOUND,f0e9b649fb1ea2b823fa658dbae332b7e05531b0e5cee5003239a1a7241efbcf,03ce1925acfeac22d55f7eabdc878dd1ea3fd89ac23259cf6443262d9ba8db5d,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_6beb6eaca878eab7,complete,,artifacts\runs_v2\v2_approx_closure_bound_6beb6eaca878eab7,0.0,0.0,0.9999999999999999,single,1,1,0.0,0.0,0.0,0.0,0.0005094000371173024,9125,0,exact_zero_residual,0
V2_APPROX_CLOSURE_BOUND,b440d00ac56c6a82bc54fd55d02a5375e06fdfd765d001f01b3297acb634737b,03ce1925acfeac22d55f7eabdc878dd1ea3fd89ac23259cf6443262d9ba8db5d,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_86107a43e31f1dda,complete,,artifacts\runs_v2\v2_approx_closure_bound_86107a43e31f1dda,0.0,0.0,0.9999999999999999,associator_left,2,2,0.0,0.0,0.0,0.0,0.0012042999733239412,9301,0,exact_zero_residual,0
V2_APPROX_CLOSURE_BOUND,d1ec9b69dcca859645a949590643846ef0fb3d19eef7fe0a01df0b894f9bac52,03ce1925acfeac22d55f7eabdc878dd1ea3fd89ac23259cf6443262d9ba8db5d,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_eb1eefecc55c632b,complete,,artifacts\runs_v2\v2_approx_closure_bound_eb1eefecc55c632b,0.0,0.0,0.9999999999999999,balanced,4,2,0.0,0.0,0.0,0.0,0.002258299966342747,9845,0,exact_zero_residual,0
V2_APPROX_CLOSURE_BOUND,dbcf79ea61d37961179b8f178553d87b84b9c8a8c51fc5e0719dfda8c148ca3a,269af0256f729e6b38426bbdf020b5ef607587c6211c99ec741cc700f05ea25d,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_d4650db7a86ea6c4,complete,,artifacts\runs_v2\v2_approx_closure_bound_d4650db7a86ea6c4,0.01,0.01,1.0000499987500624,single,1,1,0.005107487242678442,0.0,0.009999999999999995,0.5107487242678445,0.000506000011228025,9125,0,complete,0
V2_APPROX_CLOSURE_BOUND,a3aa63cb0fa9b826306d211bf0aa874ad3c9463b623da5368db235a58373d4a0,269af0256f729e6b38426bbdf020b5ef607587c6211c99ec741cc700f05ea25d,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_3fad6e71e1c72636,complete,,artifacts\runs_v2\v2_approx_closure_bound_3fad6e71e1c72636,0.01,0.01,1.0000499987500624,associator_left,2,2,0.0008221655596249687,0.0,0.020000999975001238,0.04110622272149259,0.0011058999807573855,9301,0,complete,0
V2_APPROX_CLOSURE_BOUND,fe7c714bee2613ee3e323aaaf8e8c77bb8ce609b1e1fa7a7a5e8194d72f9dec4,269af0256f729e6b38426bbdf020b5ef607587c6211c99ec741cc700f05ea25d,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_c04798b9ad0b90c7,complete,,artifacts\runs_v2\v2_approx_closure_bound_c04798b9ad0b90c7,0.01,0.01,1.0000499987500624,balanced,4,2,0.00011642270326133251,0.0,0.040006000149997466,0.0029101310509628614,0.0022473999997600913,9845,0,complete,0
V2_APPROX_CLOSURE_BOUND,8a25afe352d3ebf31febe5f366adb5a80e6a59e0604df070e6b9246657514329,f1ccd75a360aff57e3f1b422af6e67813fbfe81380f0517a2ce9540fca69b00c,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_56f1d379821f2bb6,complete,,artifacts\runs_v2\v2_approx_closure_bound_56f1d379821f2bb6,0.05,0.05,1.0012492197250393,single,1,1,0.025537436213392217,0.0,0.049999999999999975,0.5107487242678446,0.0005074000218883157,9125,0,complete,0
V2_APPROX_CLOSURE_BOUND,936b85efbac3382db1f6609d4617d8adb97de6164467ddc582f6d8c1a3fa32a0,f1ccd75a360aff57e3f1b422af6e67813fbfe81380f0517a2ce9540fca69b00c,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_8fd47856ccb984a4,complete,,artifacts\runs_v2\v2_approx_closure_bound_8fd47856ccb984a4,0.05,0.05,1.0012492197250393,associator_left,2,2,0.004110827798124843,0.0,0.10012492197250389,0.04105698878101249,0.0010367999784648418,9301,0,complete,0
V2_APPROX_CLOSURE_BOUND,a5dd26d64121373379f72977d362a1888d03b17ef2da559e0cd975a4ebe7cab9,f1ccd75a360aff57e3f1b422af6e67813fbfe81380f0517a2ce9540fca69b00c,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_68839e7d20092742,complete,,artifacts\runs_v2\v2_approx_closure_bound_68839e7d20092742,0.05,0.05,1.0012492197250393,balanced,4,2,0.0005821135163066625,0.0,0.2007504685548703,0.0028996869621131455,0.0021203000214882195,9845,0,complete,0
V2_APPROX_CLOSURE_BOUND,da3d1bbb937610d53bc5ae4588880853022b2049176e3002b96d99b0122d9387,adcd7ee9d28e0358854bf9b125581fb6cc86c6112a1519ea122767fcb108bf6a,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_a719fbe5ac3a68d7,complete,,artifacts\runs_v2\v2_approx_closure_bound_a719fbe5ac3a68d7,0.1,0.1,1.004987562112089,single,1,1,0.051074872426784435,0.0,0.09999999999999995,0.5107487242678446,0.0004888999974355102,9125,0,complete,0
V2_APPROX_CLOSURE_BOUND,e1aec574c0b5d1521285d6de07eb184b8f09cbef6fd53dae1312f32ec5872e1a,adcd7ee9d28e0358854bf9b125581fb6cc86c6112a1519ea122767fcb108bf6a,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_bdfd89443c2af668,complete,,artifacts\runs_v2\v2_approx_closure_bound_bdfd89443c2af668,0.1,0.1,1.004987562112089,associator_left,2,2,0.008221655596249686,0.0,0.2009975124224177,0.040904265416832626,0.0010112000163644552,9301,0,complete,0
V2_APPROX_CLOSURE_BOUND,17d6e761bf61f83dcda6864e1c729b1a9ceef1f948d77ccc5493d692d207c509,adcd7ee9d28e0358854bf9b125581fb6cc86c6112a1519ea122767fcb108bf6a,18b5eb938c458e7a75dd7cf545fbf2be260d2c68bcf9d97acd837ebe77cb7be1,4,float64,numpy,cpu,research_v2.1,v2_approx_closure_bound_b7d01a755e292538,complete,,artifacts\runs_v2\v2_approx_closure_bound_b7d01a755e292538,0.1,0.1,1.004987562112089,balanced,4,2,0.001164227032613325,0.0,0.40601497509328366,0.0028674485032130622,0.0021095999982208014,9845,0,complete,0
