scientific_instance_hash,tree_hash,bound_family,bound,ratio_to_homogeneous
7cedd59f322ec6b2e899760c82ff743164407f2d540e5df1417ab58c2f9ccfd8,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.050878124999999996,0.5025
7cedd59f322ec6b2e899760c82ff743164407f2d540e5df1417ab58c2f9ccfd8,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.050878124999999996,0.5025
7cedd59f322ec6b2e899760c82ff743164407f2d540e5df1417ab58c2f9ccfd8,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.05088065625,0.5025250000000001
7cedd59f322ec6b2e899760c82ff743164407f2d540e5df1417ab58c2f9ccfd8,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.050878124999999996,0.5025
c182d04b9452a59d1f309179bb68de111ac720e8853aaa1608738491c9a9ba4d,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.37944243614934864,1.0
c182d04b9452a59d1f309179bb68de111ac720e8853aaa1608738491c9a9ba4d,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.025501855678000236,0.06720876013974014
c182d04b9452a59d1f309179bb68de111ac720e8853aaa1608738491c9a9ba4d,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.025501855678000236,0.06720876013974014
c182d04b9452a59d1f309179bb68de111ac720e8853aaa1608738491c9a9ba4d,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.025502095407174033,0.06720939193300035
c182d04b9452a59d1f309179bb68de111ac720e8853aaa1608738491c9a9ba4d,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.025501855678000236,0.06720876013974014
7cfccc35ce492841fb5bab66687b1b3e41ef1056c81bbb08fe55a0c019cdd7c9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.10124999999999999,1.0
7cfccc35ce492841fb5bab66687b1b3e41ef1056c81bbb08fe55a0c019cdd7c9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.0338175,0.334
7cfccc35ce492841fb5bab66687b1b3e41ef1056c81bbb08fe55a0c019cdd7c9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.0338175,0.334
7cfccc35ce492841fb5bab66687b1b3e41ef1056c81bbb08fe55a0c019cdd7c9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.0338178375,0.3340033333333334
7cfccc35ce492841fb5bab66687b1b3e41ef1056c81bbb08fe55a0c019cdd7c9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.0338175,0.334
f58e2b488de6c07efd65c136d4e0c12b4292328be92670838cdfa1c50bae2195,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.10124999999999999,1.0
f58e2b488de6c07efd65c136d4e0c12b4292328be92670838cdfa1c50bae2195,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.06753375,0.667
f58e2b488de6c07efd65c136d4e0c12b4292328be92670838cdfa1c50bae2195,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.06753375,0.667
f58e2b488de6c07efd65c136d4e0c12b4292328be92670838cdfa1c50bae2195,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.06787125000000001,0.6703333333333334
f58e2b488de6c07efd65c136d4e0c12b4292328be92670838cdfa1c50bae2195,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.06753375,0.667
b3d5bb3cef7d03c036b28ddd5d0a178b565643251ad0ad481cd45da30159c565,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,1.0125000000000002,1.0
b3d5bb3cef7d03c036b28ddd5d0a178b565643251ad0ad481cd45da30159c565,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,1.0125000000000002,1.0
b3d5bb3cef7d03c036b28ddd5d0a178b565643251ad0ad481cd45da30159c565,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,1.0125000000000002,1.0
b3d5bb3cef7d03c036b28ddd5d0a178b565643251ad0ad481cd45da30159c565,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,1.0462500000000001,1.0333333333333332
b3d5bb3cef7d03c036b28ddd5d0a178b565643251ad0ad481cd45da30159c565,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,1.0125000000000002,1.0
6ebc0e4ffd8c1e7aab6f623674b63f8706132980871d92ddf2a83dc157d5f3af,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,1.0125000000000002,1.0
6ebc0e4ffd8c1e7aab6f623674b63f8706132980871d92ddf2a83dc157d5f3af,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.338175,0.33399999999999996
6ebc0e4ffd8c1e7aab6f623674b63f8706132980871d92ddf2a83dc157d5f3af,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.338175,0.33399999999999996
6ebc0e4ffd8c1e7aab6f623674b63f8706132980871d92ddf2a83dc157d5f3af,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.33817503375,0.3340000333333333
6ebc0e4ffd8c1e7aab6f623674b63f8706132980871d92ddf2a83dc157d5f3af,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.338175,0.33399999999999996
58a967f8d0f84dcec5269aa1443cdf2dc34ee0e1f6e95c47fb5d648b54b2a7c5,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,1.0125000000000002,1.0
58a967f8d0f84dcec5269aa1443cdf2dc34ee0e1f6e95c47fb5d648b54b2a7c5,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.6753375,0.6669999999999999
58a967f8d0f84dcec5269aa1443cdf2dc34ee0e1f6e95c47fb5d648b54b2a7c5,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.6753375,0.6669999999999999
58a967f8d0f84dcec5269aa1443cdf2dc34ee0e1f6e95c47fb5d648b54b2a7c5,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.7090875000000001,0.7003333333333333
58a967f8d0f84dcec5269aa1443cdf2dc34ee0e1f6e95c47fb5d648b54b2a7c5,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.6753375,0.6669999999999999
052174016f041d3594060836e2eddbbc7aa1c4dc4131642abd865f0b02047e5a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,1.0125000000000002,1.0
052174016f041d3594060836e2eddbbc7aa1c4dc4131642abd865f0b02047e5a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.6753375,0.6669999999999999
052174016f041d3594060836e2eddbbc7aa1c4dc4131642abd865f0b02047e5a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.6753375,0.6669999999999999
052174016f041d3594060836e2eddbbc7aa1c4dc4131642abd865f0b02047e5a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.67537125,0.6670333333333331
052174016f041d3594060836e2eddbbc7aa1c4dc4131642abd865f0b02047e5a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.6753375,0.6669999999999999
7371f3bc42038fcb60d76697a8186317f258f4b1e89b9fcb205c6a95ed390a24,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,1.0125000000000002,1.0
7371f3bc42038fcb60d76697a8186317f258f4b1e89b9fcb205c6a95ed390a24,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.5087812500000001,0.5025
7371f3bc42038fcb60d76697a8186317f258f4b1e89b9fcb205c6a95ed390a24,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.5087812500000001,0.5025
7371f3bc42038fcb60d76697a8186317f258f4b1e89b9fcb205c6a95ed390a24,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.5090343750000001,0.50275
7371f3bc42038fcb60d76697a8186317f258f4b1e89b9fcb205c6a95ed390a24,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.5087812500000001,0.5025
544946f7d807a9e2ddbb669fd2c464acecfa4aa5b78eec9166caae4afcd99066,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,1.2366339434031528,1.0
544946f7d807a9e2ddbb669fd2c464acecfa4aa5b78eec9166caae4afcd99066,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.06864154924846337,0.05550676464497276
544946f7d807a9e2ddbb669fd2c464acecfa4aa5b78eec9166caae4afcd99066,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.06864154924846337,0.05550676464497276
544946f7d807a9e2ddbb669fd2c464acecfa4aa5b78eec9166caae4afcd99066,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.06876573783417851,0.05560718933926296
544946f7d807a9e2ddbb669fd2c464acecfa4aa5b78eec9166caae4afcd99066,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.06864154924846337,0.05550676464497276
282146e59ecae5df1a743540c781c3c9222fd0f8eb01c848b65618bc37f3a370,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,1.0125000000000002,1.0
282146e59ecae5df1a743540c781c3c9222fd0f8eb01c848b65618bc37f3a370,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.338175,0.33399999999999996
282146e59ecae5df1a743540c781c3c9222fd0f8eb01c848b65618bc37f3a370,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.338175,0.33399999999999996
282146e59ecae5df1a743540c781c3c9222fd0f8eb01c848b65618bc37f3a370,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.33820875,0.3340333333333333
282146e59ecae5df1a743540c781c3c9222fd0f8eb01c848b65618bc37f3a370,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.338175,0.33399999999999996
2e66bd4f45d2c1c4fd4ca0c64671bbb9dbe61cbcf72517b85c5bcc810658a550,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,1.0125000000000002,1.0
2e66bd4f45d2c1c4fd4ca0c64671bbb9dbe61cbcf72517b85c5bcc810658a550,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.6753375,0.6669999999999999
2e66bd4f45d2c1c4fd4ca0c64671bbb9dbe61cbcf72517b85c5bcc810658a550,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.6753375,0.6669999999999999
2e66bd4f45d2c1c4fd4ca0c64671bbb9dbe61cbcf72517b85c5bcc810658a550,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.7090875000000001,0.7003333333333333
2e66bd4f45d2c1c4fd4ca0c64671bbb9dbe61cbcf72517b85c5bcc810658a550,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.6753375,0.6669999999999999
15ea49a55a2cba746124604f4dcc34cf53fb3cd9c5b42d6e98e142382188b4e9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,5.0625,1.0
15ea49a55a2cba746124604f4dcc34cf53fb3cd9c5b42d6e98e142382188b4e9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,5.0625,1.0
15ea49a55a2cba746124604f4dcc34cf53fb3cd9c5b42d6e98e142382188b4e9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,5.0625,1.0
15ea49a55a2cba746124604f4dcc34cf53fb3cd9c5b42d6e98e142382188b4e9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,5.90625,1.1666666666666667
15ea49a55a2cba746124604f4dcc34cf53fb3cd9c5b42d6e98e142382188b4e9,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,5.0625,1.0
7dd3ed99b975dbf1e6b164a95341962a242bcc35ce70a6a85d1efc07a20be004,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,5.0625,1.0
7dd3ed99b975dbf1e6b164a95341962a242bcc35ce70a6a85d1efc07a20be004,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,1.690875,0.33399999999999996
7dd3ed99b975dbf1e6b164a95341962a242bcc35ce70a6a85d1efc07a20be004,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,1.690875,0.33399999999999996
7dd3ed99b975dbf1e6b164a95341962a242bcc35ce70a6a85d1efc07a20be004,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,1.69087584375,0.33400016666666665
7dd3ed99b975dbf1e6b164a95341962a242bcc35ce70a6a85d1efc07a20be004,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,1.690875,0.33399999999999996
71aadc8739021f549357c4e6b186d543092d02fc3463a99cd86d67853a7dfc91,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,5.0625,1.0
71aadc8739021f549357c4e6b186d543092d02fc3463a99cd86d67853a7dfc91,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,3.3766875,0.667
71aadc8739021f549357c4e6b186d543092d02fc3463a99cd86d67853a7dfc91,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,3.3766875,0.667
71aadc8739021f549357c4e6b186d543092d02fc3463a99cd86d67853a7dfc91,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,4.2204375,0.8336666666666667
71aadc8739021f549357c4e6b186d543092d02fc3463a99cd86d67853a7dfc91,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,3.3766875,0.667
23e19f97f9fd1ed3720b582c664e9710c4708d2ccf877cf9496ff8ead3cdb821,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,5.0625,1.0
23e19f97f9fd1ed3720b582c664e9710c4708d2ccf877cf9496ff8ead3cdb821,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,3.3766875,0.667
23e19f97f9fd1ed3720b582c664e9710c4708d2ccf877cf9496ff8ead3cdb821,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,3.3766875,0.667
23e19f97f9fd1ed3720b582c664e9710c4708d2ccf877cf9496ff8ead3cdb821,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,3.37753125,0.6671666666666667
23e19f97f9fd1ed3720b582c664e9710c4708d2ccf877cf9496ff8ead3cdb821,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,3.3766875,0.667
1e6a7d5c9176af3a28b0667607df0e90bf6143bc70f9c3b9ef6dda8f074a4e8f,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,5.0625,1.0
1e6a7d5c9176af3a28b0667607df0e90bf6143bc70f9c3b9ef6dda8f074a4e8f,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,2.54390625,0.5025000000000001
1e6a7d5c9176af3a28b0667607df0e90bf6143bc70f9c3b9ef6dda8f074a4e8f,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,2.54390625,0.5025000000000001
1e6a7d5c9176af3a28b0667607df0e90bf6143bc70f9c3b9ef6dda8f074a4e8f,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,2.550234375,0.50375
1e6a7d5c9176af3a28b0667607df0e90bf6143bc70f9c3b9ef6dda8f074a4e8f,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,2.54390625,0.5025000000000001
4739d78a3f9bb9d59aa2a03cf3fafd8b019c77623fb614b7b1e381c182bc7f4c,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,26.61390954287625,1.0
4739d78a3f9bb9d59aa2a03cf3fafd8b019c77623fb614b7b1e381c182bc7f4c,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,3.688809019413553,0.13860455238531225
4739d78a3f9bb9d59aa2a03cf3fafd8b019c77623fb614b7b1e381c182bc7f4c,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,3.688809019413553,0.13860455238531225
4739d78a3f9bb9d59aa2a03cf3fafd8b019c77623fb614b7b1e381c182bc7f4c,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,3.691736357755604,0.13871454518202386
4739d78a3f9bb9d59aa2a03cf3fafd8b019c77623fb614b7b1e381c182bc7f4c,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,3.688809019413553,0.13860455238531225
aa55227bbfde2a13d927314c3dbd73541986682c44456c7f09f9316607cc7ec4,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,5.0625,1.0
aa55227bbfde2a13d927314c3dbd73541986682c44456c7f09f9316607cc7ec4,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,1.6908750000000001,0.334
aa55227bbfde2a13d927314c3dbd73541986682c44456c7f09f9316607cc7ec4,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,1.6908750000000001,0.334
aa55227bbfde2a13d927314c3dbd73541986682c44456c7f09f9316607cc7ec4,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,1.6917187500000002,0.3341666666666667
aa55227bbfde2a13d927314c3dbd73541986682c44456c7f09f9316607cc7ec4,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,1.6908750000000001,0.334
edeb84fa40865c2de28b47cc9cd89782e1cb4d37bbc99b0ea0005e4063c98804,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,5.0625,1.0
edeb84fa40865c2de28b47cc9cd89782e1cb4d37bbc99b0ea0005e4063c98804,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,3.3766875,0.667
edeb84fa40865c2de28b47cc9cd89782e1cb4d37bbc99b0ea0005e4063c98804,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,3.3766875,0.667
edeb84fa40865c2de28b47cc9cd89782e1cb4d37bbc99b0ea0005e4063c98804,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,4.2204375,0.8336666666666667
edeb84fa40865c2de28b47cc9cd89782e1cb4d37bbc99b0ea0005e4063c98804,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,3.3766875,0.667
d43989428f28a7ca6ca60bfdf93db6449f04610307576bac718b57558fca14d8,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.0024000000000000002,1.0
d43989428f28a7ca6ca60bfdf93db6449f04610307576bac718b57558fca14d8,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.0024000000000000002,1.0
d43989428f28a7ca6ca60bfdf93db6449f04610307576bac718b57558fca14d8,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.0024000000000000002,1.0
d43989428f28a7ca6ca60bfdf93db6449f04610307576bac718b57558fca14d8,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.00240008,1.0000333333333333
d43989428f28a7ca6ca60bfdf93db6449f04610307576bac718b57558fca14d8,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.0024000000000000002,1.0
e0dbeaa668947f3231974834d8e8e75f3fcb55acdc4a93998beef91c83478202,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.0024000000000000002,1.0
e0dbeaa668947f3231974834d8e8e75f3fcb55acdc4a93998beef91c83478202,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.0008016000000000001,0.334
e0dbeaa668947f3231974834d8e8e75f3fcb55acdc4a93998beef91c83478202,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.0008016000000000001,0.334
e0dbeaa668947f3231974834d8e8e75f3fcb55acdc4a93998beef91c83478202,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.00080160000008,0.3340000000333333
e0dbeaa668947f3231974834d8e8e75f3fcb55acdc4a93998beef91c83478202,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.0008016000000000001,0.334
8b63154f5c58e74acc1bf520b73ab03fb62d777cc30ef4023c752e2d7256ea07,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.0024000000000000002,1.0
8b63154f5c58e74acc1bf520b73ab03fb62d777cc30ef4023c752e2d7256ea07,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.0016008,0.6669999999999999
8b63154f5c58e74acc1bf520b73ab03fb62d777cc30ef4023c752e2d7256ea07,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.0016008,0.6669999999999999
8b63154f5c58e74acc1bf520b73ab03fb62d777cc30ef4023c752e2d7256ea07,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.00160088,0.6670333333333333
8b63154f5c58e74acc1bf520b73ab03fb62d777cc30ef4023c752e2d7256ea07,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.0016008,0.6669999999999999
a94b9a427937b43e78749b3d5d1cbc5d0b534effa0fe43084c95324f16820f26,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.0024000000000000002,1.0
a94b9a427937b43e78749b3d5d1cbc5d0b534effa0fe43084c95324f16820f26,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.0016008,0.6669999999999999
a94b9a427937b43e78749b3d5d1cbc5d0b534effa0fe43084c95324f16820f26,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.0016008,0.6669999999999999
a94b9a427937b43e78749b3d5d1cbc5d0b534effa0fe43084c95324f16820f26,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.00160080008,0.6670000333333332
a94b9a427937b43e78749b3d5d1cbc5d0b534effa0fe43084c95324f16820f26,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.0016008,0.6669999999999999
a02ecd6036dfe2a36a32498ceec00322295690e9e5a5bda7fd81fce9f5324e4b,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.0024000000000000002,1.0
a02ecd6036dfe2a36a32498ceec00322295690e9e5a5bda7fd81fce9f5324e4b,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.001206,0.5025
a02ecd6036dfe2a36a32498ceec00322295690e9e5a5bda7fd81fce9f5324e4b,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.001206,0.5025
a02ecd6036dfe2a36a32498ceec00322295690e9e5a5bda7fd81fce9f5324e4b,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,0.0012060006000000002,0.5025002500000001
a02ecd6036dfe2a36a32498ceec00322295690e9e5a5bda7fd81fce9f5324e4b,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,0.001206,0.5025
29b409c58529568ef659a7a44337edf6ce4bc41544ef388b3cf88341fca7f16a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.0001567157373382597,1.0
29b409c58529568ef659a7a44337edf6ce4bc41544ef388b3cf88341fca7f16a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,5.5415188492516026e-05,0.35360321454447363
29b409c58529568ef659a7a44337edf6ce4bc41544ef388b3cf88341fca7f16a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,5.5415188492516026e-05,0.35360321454447363
29b409c58529568ef659a7a44337edf6ce4bc41544ef388b3cf88341fca7f16a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,mixed_mask,5.541518901054782e-05,0.3536032178500242
29b409c58529568ef659a7a44337edf6ce4bc41544ef388b3cf88341fca7f16a,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,optimized_order,5.5415188492516026e-05,0.35360321454447363
0ffbd55ee3b5fc22ebd2a9f0f7e85290f68f73bce51eb0a3eff196b506cea333,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,homogeneous,0.0024000000000000002,1.0
0ffbd55ee3b5fc22ebd2a9f0f7e85290f68f73bce51eb0a3eff196b506cea333,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,nodewise,0.0008016000000000001,0.334
0ffbd55ee3b5fc22ebd2a9f0f7e85290f68f73bce51eb0a3eff196b506cea333,f77fcc8e56b0d33238e712f1f870fcdb828dd685b804622ef1bf7414de093c28,path_sum,0.0008016000000000001,0.334
