experiment_id,resolved_config_hash,mathematical_object_hash,input_artifact_hash,seed,precision,backend,device,implementation_version,run_id,status,failure_reason,run_path,control,gap,relative_perturbation,perturbation_norm,snapped_projector_distance,theoretical_bound,bound_respected,runtime_seconds,ram_peak_bytes,vram_peak_bytes,convergence_status,failure_count
V2_SPECTRAL_GAP,97a0284912ca0394b0501c687ca329701c4c710bca61d90a38d5b2a5adabb88f,5c1bbbd99e20f5b4f4c5615377a34141ba4b22fdae1fce311dee2a47a94d022c,bdf9ab39ed9368005d5d0a8411f6e3bdba816e49133f67a3820d36bdd13489ee,1,float64,numpy,cpu,research_v2.1,v2_spectral_gap_d244802cea7abd46,complete,,artifacts\runs_v2\v2_spectral_gap_d244802cea7abd46,positive_gap,0.05,0.4,0.02,0.060896360102577984,1.0,True,0.0002332000294700265,4452,0,complete,0
V2_SPECTRAL_GAP,ff46eac223ecf67707083b7b91041cb67fbbc505ca43f0a2cacdc4634487717b,f6fa22dbad174266a002e87b8d8a4067a34089cb189048bcc826c4132e532cb5,b3234c66c21fc9888914023972bb2290ed8fbfa079912dbfe7b165ebccffb07c,1,float64,numpy,cpu,research_v2.1,v2_spectral_gap_083211be9f0f9676,complete,,artifacts\runs_v2\v2_spectral_gap_083211be9f0f9676,no_gap,1e-09,1.0,2e-09,1.0,,,0.0,0,0,rank_flip_control,0
V2_SPECTRAL_GAP,5c9056cbcac5bbb7ce88d7a2699c9a076c0ef9d4fe58b1ca25bcd68adcc88914,b0bea2ee90375e9a47a935c9fb96e5f1c069660415d54f9974cc329373e5e0b9,2109a756a48082df1a0849166e030ee9c199dcde6136a8a37b9d41270eff6216,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_3030a5202178250b,complete,,artifacts\runs_v2\v2_spectral_gap_3030a5202178250b,positive_gap,0.5,0.01,0.005000000000000001,0.002960473151463367,0.04000000000000001,True,0.00011880003148689866,4452,0,complete,0
V2_SPECTRAL_GAP,ad5b85b5ec36b15a6c942dadafba07ee0c7ff1d51c50181d4b1d1714340315fb,b0bea2ee90375e9a47a935c9fb96e5f1c069660415d54f9974cc329373e5e0b9,c69527ddc67978890ad048ea28778e2f4d847d99121809991063545847e55487,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_64a804939ab24b26,complete,,artifacts\runs_v2\v2_spectral_gap_64a804939ab24b26,positive_gap,0.5,0.1,0.05,0.044136383092744744,0.4,True,0.00017329998081550002,4452,0,complete,0
V2_SPECTRAL_GAP,d36c619ca9d53f3810d816f159a604cda78721a9150437644596b8ed3e0373b0,b0bea2ee90375e9a47a935c9fb96e5f1c069660415d54f9974cc329373e5e0b9,5f3917c6e9c88f54996792bd5c4bb44334a2120001eae399eb31bbeeac6e829d,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_8ae08d93f29ec239,complete,,artifacts\runs_v2\v2_spectral_gap_8ae08d93f29ec239,positive_gap,0.5,0.4,0.2,0.1255392112427183,1.0,True,0.00016709999181330204,4452,0,complete,0
V2_SPECTRAL_GAP,689ac8f58633be4bc3bfbd0b0f8a488eb275ea817c1d1ddd6221f95a94cd7caf,2f681477f24ca54be237b739dd05b10603ad1f8e1565186cdad57234ddbb0efd,c93bceb7203bb6f7d81fc3333f25d50beac66dadfb82146e6763518b71996514,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_3fc07c391a2d4250,complete,,artifacts\runs_v2\v2_spectral_gap_3fc07c391a2d4250,positive_gap,0.2,0.01,0.0019999999999999996,0.0019510476597922057,0.03999999999999999,True,0.00011710001854225993,4452,0,complete,0
V2_SPECTRAL_GAP,d8c344dc04126bc1efc6405b80d7e95a073bd7ce3a17da061387a42b3bab41a0,2f681477f24ca54be237b739dd05b10603ad1f8e1565186cdad57234ddbb0efd,54b269172c2b763f02e422788cdcbe0a6fb115dde9c66e9c4d024bcb8c8a30d8,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_2eaa38deed763c42,complete,,artifacts\runs_v2\v2_spectral_gap_2eaa38deed763c42,positive_gap,0.2,0.1,0.02,0.02045611798978354,0.39999999999999997,True,0.00017470004968345165,4452,0,complete,0
V2_SPECTRAL_GAP,59a51adc08e58823f8171fc580ad610b847f275aed74366fce932a68d6dcb018,2f681477f24ca54be237b739dd05b10603ad1f8e1565186cdad57234ddbb0efd,ff41ef81cf23962ab9953c3c00fb6f37f1426f901afa1728fcf487e3b5e49481,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_6b8dc71f2765bbbe,complete,,artifacts\runs_v2\v2_spectral_gap_6b8dc71f2765bbbe,positive_gap,0.2,0.4,0.07999999999999996,0.07196396100275232,1.0,True,0.00017219997243955731,4452,0,complete,0
V2_SPECTRAL_GAP,d5a96afb614f5f53b51d12594d851dd9fe5464e44fb49660e70f909e9866bcc8,26d0198c2cafc79f86012481ab0fd40f3dcb09eefbfede70c385db40314d2f83,bdb59b09f2e558b0438bd3c7cd685f49e172377db5bcc49c900c6c04f329df2d,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_e3491750046b3dcf,complete,,artifacts\runs_v2\v2_spectral_gap_e3491750046b3dcf,positive_gap,0.1,0.01,0.0009999999999999996,0.0025985189152218998,0.03999999999999998,True,0.00011870003072544932,4452,0,complete,0
V2_SPECTRAL_GAP,086f2b39ee533eefde5a23eac40f598b1f58dcb27444e93233af7baeed3146bc,26d0198c2cafc79f86012481ab0fd40f3dcb09eefbfede70c385db40314d2f83,0b4b1cf765a82801354834c1496bd49b57427c1337dc76b365cc819bfd44e3b5,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_f2967f4f88f067df,complete,,artifacts\runs_v2\v2_spectral_gap_f2967f4f88f067df,positive_gap,0.1,0.1,0.009999999999999998,0.02152914172108574,0.3999999999999999,True,0.00017499999376013875,4452,0,complete,0
V2_SPECTRAL_GAP,637b95f7d4c28e3226c6b935cdaf3ed66c739cefd5e9f69e967e3cd7c55ae6bb,26d0198c2cafc79f86012481ab0fd40f3dcb09eefbfede70c385db40314d2f83,ab98d342d977536e70176c826d3f374c9ddd35dc5c559d7d788acb56d4710baf,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_59d591e87c4b37e1,complete,,artifacts\runs_v2\v2_spectral_gap_59d591e87c4b37e1,positive_gap,0.1,0.4,0.04000000000000002,0.058622271670298085,1.0,True,0.0002823999966494739,4452,0,complete,0
V2_SPECTRAL_GAP,3d53830bb836dfbcded9e4f355dd823f939a1f321861a91667f4c7b01fb5c644,5c1bbbd99e20f5b4f4c5615377a34141ba4b22fdae1fce311dee2a47a94d022c,14fa3a42bc1ac516253cdec100ad79d9ba06522f089ab2907c5d95b9d16775c1,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_c9d214252b2ae156,complete,,artifacts\runs_v2\v2_spectral_gap_c9d214252b2ae156,positive_gap,0.05,0.01,0.0005,0.0020185933109561657,0.04,True,0.00012309994781389832,4452,0,complete,0
V2_SPECTRAL_GAP,4f59ab3fb4df126038f667bba0ef8d60668e6c34ed216b094e7f10097a9545a7,5c1bbbd99e20f5b4f4c5615377a34141ba4b22fdae1fce311dee2a47a94d022c,c8c541f7fb46a83b4b8d1b8b4b60d9946f5f78b5d50dbe9ba4b4da76d97b175f,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_a5e711397cbcf069,complete,,artifacts\runs_v2\v2_spectral_gap_a5e711397cbcf069,positive_gap,0.05,0.1,0.005000000000000003,0.017461897229881933,0.4000000000000002,True,0.00017010001465678215,4452,0,complete,0
V2_SPECTRAL_GAP,97a0284912ca0394b0501c687ca329701c4c710bca61d90a38d5b2a5adabb88f,5c1bbbd99e20f5b4f4c5615377a34141ba4b22fdae1fce311dee2a47a94d022c,b911513ec71977763f2bbe6316a105dd932d3dc8f3bceea454b0e5b2b4f29e85,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_5089eae04fdc5e5e,complete,,artifacts\runs_v2\v2_spectral_gap_5089eae04fdc5e5e,positive_gap,0.05,0.4,0.020000000000000004,0.00801799992081174,1.0,True,0.00016870000399649143,4452,0,complete,0
V2_SPECTRAL_GAP,ff46eac223ecf67707083b7b91041cb67fbbc505ca43f0a2cacdc4634487717b,71ccc8d141987fffac90e553e6a4bf58bd9845bd1be25c5d22c240a85e475b33,70759d8f0fb32ad10c6788a83a79b78cc1353b2b3b410b7c3047dd6f1331e3d2,2,float64,numpy,cpu,research_v2.1,v2_spectral_gap_4160a1f6e61356bb,complete,,artifacts\runs_v2\v2_spectral_gap_4160a1f6e61356bb,no_gap,1e-10,1.0,2e-10,1.0,,,0.0,0,0,rank_flip_control,0
V2_SPECTRAL_GAP,5c9056cbcac5bbb7ce88d7a2699c9a076c0ef9d4fe58b1ca25bcd68adcc88914,b0bea2ee90375e9a47a935c9fb96e5f1c069660415d54f9974cc329373e5e0b9,9a895dee696a5d7913e446d17180d22117379345603037f3cc84dc29176d65a6,3,float64,numpy,cpu,research_v2.1,v2_spectral_gap_de503ea5cbb7f9a1,complete,,artifacts\runs_v2\v2_spectral_gap_de503ea5cbb7f9a1,positive_gap,0.5,0.01,0.005000000000000001,0.0025505036902240476,0.04000000000000001,True,0.000123599951621145,4452,0,complete,0
V2_SPECTRAL_GAP,ad5b85b5ec36b15a6c942dadafba07ee0c7ff1d51c50181d4b1d1714340315fb,b0bea2ee90375e9a47a935c9fb96e5f1c069660415d54f9974cc329373e5e0b9,6c74f2485ee8c0eb603dfd62e093c4ac0e569618c9b6afd667a272bee6a15291,3,float64,numpy,cpu,research_v2.1,v2_spectral_gap_d2def1633f9f9627,complete,,artifacts\runs_v2\v2_spectral_gap_d2def1633f9f9627,positive_gap,0.5,0.1,0.05,0.024791644912782046,0.4,True,0.00017359998309984803,4452,0,complete,0
V2_SPECTRAL_GAP,d36c619ca9d53f3810d816f159a604cda78721a9150437644596b8ed3e0373b0,b0bea2ee90375e9a47a935c9fb96e5f1c069660415d54f9974cc329373e5e0b9,62b4d2ccaa1b74291e019c31d7394e20ac0a83719c4eed1e11a4bee2a3df88df,3,float64,numpy,cpu,research_v2.1,v2_spectral_gap_1d08540f5bc761b5,complete,,artifacts\runs_v2\v2_spectral_gap_1d08540f5bc761b5,positive_gap,0.5,0.4,0.19999999999999993,0.10112427288378689,1.0,True,0.00016930000856518745,4452,0,complete,0
V2_SPECTRAL_GAP,689ac8f58633be4bc3bfbd0b0f8a488eb275ea817c1d1ddd6221f95a94cd7caf,2f681477f24ca54be237b739dd05b10603ad1f8e1565186cdad57234ddbb0efd,2d4b766953381f2e6e7327cc21ea8f9d9d4029c6e4e87ea0fe45297ae327d15c,3,float64,numpy,cpu,research_v2.1,v2_spectral_gap_faf0596e73321594,complete,,artifacts\runs_v2\v2_spectral_gap_faf0596e73321594,positive_gap,0.2,0.01,0.001999999999999999,0.0007134400905979875,0.03999999999999998,True,0.00012919999426230788,4452,0,complete,0
V2_SPECTRAL_GAP,d8c344dc04126bc1efc6405b80d7e95a073bd7ce3a17da061387a42b3bab41a0,2f681477f24ca54be237b739dd05b10603ad1f8e1565186cdad57234ddbb0efd,d99a8aa36869db0a60f27907d3b0624389e0d63a7f7577b29e00ab76f5140c1e,3,float64,numpy,cpu,research_v2.1,v2_spectral_gap_0ce2b88dbd56f393,complete,,artifacts\runs_v2\v2_spectral_gap_0ce2b88dbd56f393,positive_gap,0.2,0.1,0.020000000000000007,0.019454374440972855,0.40000000000000013,True,0.00017640000442042947,4452,0,complete,0
V2_SPECTRAL_GAP,59a51adc08e58823f8171fc580ad610b847f275aed74366fce932a68d6dcb018,2f681477f24ca54be237b739dd05b10603ad1f8e1565186cdad57234ddbb0efd,43177b925a25fdf9d82ffa56234155b90d0f8d041ea4195db592387a69870eea,3,float64,numpy,cpu,research_v2.1,v2_spectral_gap_46121a5a5bb581e9,complete,,artifacts\runs_v2\v2_spectral_gap_46121a5a5bb581e9,positive_gap,0.2,0.4,0.08,0.06629921951527155,1.0,True,0.0002148000057786703,4452,0,complete,0
V2_SPECTRAL_GAP,d5a96afb614f5f53b51d12594d851dd9fe5464e44fb49660e70f909e9866bcc8,26d0198c2cafc79f86012481ab0fd40f3dcb09eefbfede70c385db40314d2f83,1dc1f1c8d698458ea2769896baca1f611b0668883dda8cb700cadbbd28798b63,3,float64,numpy,cpu,research_v2.1,v2_spectral_gap_2ecdc3c024d8b9e5,complete,,artifacts\runs_v2\v2_spectral_gap_2ecdc3c024d8b9e5,positive_gap,0.1,0.01,0.0010000000000000002,0.002328437086788615,0.04000000000000001,True,0.0001349000376649201,4452,0,complete,0
