experiment_id,group,metric,n_unique_runs,mean,std,median,min,max,ci95_half_width,effect_size_vs_reference,convergence_status,failure_count
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.05,observed_error,5,0.0002876473296579515,0.0003909776453244333,1.8732579125480792e-05,6.682068153220859e-07,0.0008281778172654341,0.0003427070163102684,NA_zero_variance,complete,0
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.05,ram_peak_bytes,5,9845.0,0.0,9845.0,9845.0,9845.0,0.0,-0.6324555320336759,complete,0
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.05,runtime_seconds,5,0.002285339985974133,0.00019204931294107628,0.0022435999708250165,0.002099699981044978,0.0025410999660380185,0.0001683386449572036,-0.4228495735622892,complete,0
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.05,theoretical_bound,5,0.20075046855487036,3.1031676915590914e-17,0.20075046855487036,0.2007504685548703,0.20075046855487036,2.7200464103316332e-17,NA_zero_variance,complete,0
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.05,tightness_ratio,5,0.0014328600661737934,0.0019475802379886795,9.331275418847e-05,3.32854423769102e-06,0.004125409137160103,0.0017071293470809388,NA_zero_variance,complete,0
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.1,observed_error,5,0.000575294659315903,0.0007819552906488666,3.7465158250961585e-05,1.3364136306441719e-06,0.0016563556345308682,0.0006854140326205368,NA_zero_variance,complete,0
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.1,ram_peak_bytes,5,9845.0,0.0,9845.0,9845.0,9845.0,0.0,-0.6324555320336759,complete,0
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.1,runtime_seconds,5,0.002248020016122609,0.0002490800198835039,0.0021498000132851303,0.002069600042887032,0.0026807000394910574,0.0002183282636682335,-0.5171556225706814,complete,0
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.1,theoretical_bound,5,0.4060149750932839,1.902826396560654e-16,0.40601497509328377,0.40601497509328366,0.40601497509328405,1.6679008754595127e-16,NA_zero_variance,complete,0
V2_APPROX_CLOSURE_BOUND,balanced|epsilon=0.1,tightness_ratio,5,0.0014169296568032408,0.0019259272160323856,9.227531137824108e-05,3.291537782164623e-06,0.004079543209336828,0.001688149636508012,NA_zero_variance,complete,0
